latitude,longitude,lat-long
43.665121,-79.321347,"43.666224,-79.317693"
43.664672,-79.31978,"43.666224,-79.317693"
43.668525,-79.317673,"43.666224,-79.317693"
43.66573,-79.3199,"43.666224,-79.317693"
43.66573,-79.3199,"43.666224,-79.317693"
43.66573,-79.3199,"43.666224,-79.317693"
43.653352,-79.375496,"43.653236,-79.376716"
43.652946,-79.377411,"43.653236,-79.376716"
43.653129,-79.379341,"43.653236,-79.376716"
43.652667,-79.378753,"43.653236,-79.376716"
43.652863,-79.378363,"43.653236,-79.376716"
43.653222,-79.374961,"43.653236,-79.376716"
43.652749,-79.376849,"43.653236,-79.376716"
43.652192,-79.377555,"43.653236,-79.376716"
43.652985,-79.375905,"43.653236,-79.376716"
43.653759,-79.377618,"43.653236,-79.376716"
43.652048,-79.378,"43.653236,-79.376716"
43.653315,-79.374461,"43.653236,-79.376716"
43.652215,-79.375689,"43.653236,-79.376716"
43.652379,-79.378847,"43.653236,-79.376716"
43.652634,-79.375335,"43.653236,-79.376716"
43.653188,-79.379303,"43.653236,-79.376716"
43.653124,-79.375595,"43.653236,-79.376716"
43.651499,-79.374733,"43.653236,-79.376716"
43.653328,-79.374276,"43.653236,-79.376716"
43.654487,-79.376097,"43.653236,-79.376716"
43.654213,-79.376007,"43.653236,-79.376716"
43.654495,-79.37909,"43.653236,-79.376716"
43.653012,-79.375535,"43.653236,-79.376716"
43.654743,-79.378756,"43.653236,-79.376716"
43.654828,-79.379143,"43.653236,-79.376716"
43.654702,-79.376225,"43.653236,-79.376716"
43.6514,-79.375325,"43.653236,-79.376716"
43.65151,-79.379223,"43.653236,-79.376716"
43.650929,-79.375625,"43.653236,-79.376716"
43.6521,-79.378055,"43.653236,-79.376716"
43.65151,-79.379223,"43.653236,-79.376716"
43.651999,-79.379441,"43.653236,-79.376716"
43.65085,-79.375939,"43.653236,-79.376716"
43.653807,-79.380056,"43.653236,-79.376716"
43.652449,-79.380214,"43.653236,-79.376716"
43.654011,-79.379574,"43.653236,-79.376716"
43.652228,-79.379384,"43.653236,-79.376716"
43.653567,-79.379504,"43.653236,-79.376716"
43.653703,-79.379946,"43.653236,-79.376716"
43.653696,-79.380039,"43.653236,-79.376716"
43.652127,-79.377685,"43.653236,-79.376716"
43.650923,-79.378803,"43.653236,-79.376716"
43.651151,-79.37566,"43.653236,-79.376716"
43.65369,-79.380131,"43.653236,-79.376716"
43.652317,-79.373508,"43.653236,-79.376716"
43.653735,-79.380278,"43.653236,-79.376716"
43.654113,-79.380479,"43.653236,-79.376716"
43.653748,-79.380094,"43.653236,-79.376716"
43.65475,-79.378663,"43.653236,-79.376716"
43.655134,-79.375686,"43.653236,-79.376716"
43.66408,-79.380054,"43.663722,-79.380288"
43.664243,-79.380127,"43.663722,-79.380288"
43.664296,-79.380182,"43.663722,-79.380288"
43.663825,-79.380481,"43.663722,-79.380288"
43.664407,-79.3802,"43.663722,-79.380288"
43.664459,-79.380255,"43.663722,-79.380288"
43.664302,-79.38009,"43.663722,-79.380288"
43.663969,-79.380037,"43.663722,-79.380288"
43.664302,-79.38009,"43.663722,-79.380288"
43.66421,-79.380589,"43.663722,-79.380288"
43.66457,-79.380272,"43.663722,-79.380288"
43.662997,-79.379508,"43.663722,-79.380288"
43.663831,-79.380389,"43.663722,-79.380288"
43.663865,-79.379927,"43.663722,-79.380288"
43.664302,-79.38009,"43.663722,-79.380288"
43.66421,-79.380589,"43.663722,-79.380288"
43.664538,-79.37994,"43.663722,-79.380288"
43.663503,-79.38055,"43.663722,-79.380288"
43.663942,-79.380406,"43.663722,-79.380288"
43.663939,-79.380047,"43.663722,-79.380288"
43.664699,-79.380807,"43.663722,-79.380288"
43.664491,-79.380587,"43.663722,-79.380288"
43.665118,-79.380453,"43.663722,-79.380288"
43.664191,-79.380072,"43.663722,-79.380288"
43.66425,-79.380035,"43.663722,-79.380288"
43.664869,-79.380788,"43.663722,-79.380288"
43.665385,-79.380636,"43.663722,-79.380288"
43.664844,-79.380363,"43.663722,-79.380288"
43.66498,-79.380805,"43.663722,-79.380288"
43.661965,-79.379811,"43.663722,-79.380288"
43.664407,-79.3802,"43.663722,-79.380288"
43.665118,-79.380453,"43.663722,-79.380288"
43.665118,-79.380453,"43.663722,-79.380288"
43.661951,-79.379996,"43.663722,-79.380288"
43.66457,-79.380272,"43.663722,-79.380288"
43.664638,-79.379918,"43.663722,-79.380288"
43.664241,-79.377835,"43.663722,-79.380288"
43.665789,-79.381262,"43.663722,-79.380288"
43.665614,-79.380579,"43.663722,-79.380288"
43.66547,-79.381024,"43.663722,-79.380288"
43.665463,-79.381116,"43.663722,-79.380288"
43.665385,-79.380636,"43.663722,-79.380288"
43.662678,-79.37927,"43.663722,-79.380288"
43.66451,-79.377223,"43.663722,-79.380288"
43.661951,-79.379996,"43.663722,-79.380288"
43.665059,-79.380491,"43.663722,-79.380288"
43.665229,-79.380471,"43.663722,-79.380288"
43.665113,-79.379751,"43.663722,-79.380288"
43.665359,-79.381006,"43.663722,-79.380288"
43.663193,-79.382999,"43.663722,-79.380288"
43.657694,-79.389932,"43.657763,-79.389165"
43.658192,-79.389263,"43.657763,-79.389165"
43.656932,-79.388829,"43.657763,-79.389165"
43.6578,-79.389248,"43.657763,-79.389165"
43.65748,-79.38901,"43.657763,-79.389165"
43.657452,-79.390174,"43.657763,-79.389165"
43.658222,-79.39039,"43.657763,-79.389165"
43.657805,-79.38995,"43.657763,-79.389165"
43.659453,-79.39079,"43.657763,-79.389165"
43.659195,-79.387039,"43.657763,-79.389165"
43.657635,-79.38997,"43.657763,-79.389165"
43.657452,-79.390174,"43.657763,-79.389165"
43.657147,-79.388957,"43.657763,-79.389165"
43.659295,-79.389533,"43.657763,-79.389165"
43.658546,-79.388245,"43.657763,-79.389165"
43.657261,-79.387385,"43.657763,-79.389165"
43.657504,-79.390229,"43.657763,-79.389165"
43.657504,-79.390229,"43.657763,-79.389165"
43.6573,-79.387625,"43.657763,-79.389165"
43.658689,-79.388595,"43.657763,-79.389165"
43.658777,-79.388529,"43.657763,-79.389165"
43.657642,-79.389877,"43.657763,-79.389165"
43.657492,-79.39075,"43.657763,-79.389165"
43.656347,-79.390699,"43.657763,-79.389165"
43.656597,-79.388535,"43.657763,-79.389165"
43.659469,-79.38966,"43.657763,-79.389165"
43.659029,-79.388555,"43.657763,-79.389165"
43.659024,-79.390939,"43.657763,-79.389165"
43.659011,-79.391124,"43.657763,-79.389165"
43.658525,-79.385436,"43.657763,-79.389165"
43.659032,-79.386966,"43.657763,-79.389165"
43.65901,-79.388038,"43.657763,-79.389165"
43.656227,-79.388483,"43.657763,-79.389165"
43.659333,-79.389773,"43.657763,-79.389165"
43.658366,-79.391147,"43.657763,-79.389165"
43.656227,-79.388483,"43.657763,-79.389165"
43.656306,-79.388168,"43.657763,-79.389165"
43.659063,-79.391179,"43.657763,-79.389165"
43.659871,-79.388549,"43.657763,-79.389165"
43.657497,-79.387236,"43.657763,-79.389165"
43.657787,-79.386742,"43.657763,-79.389165"
43.656063,-79.389205,"43.657763,-79.389165"
43.659049,-79.391364,"43.657763,-79.389165"
43.658604,-79.385121,"43.657763,-79.389165"
43.656984,-79.388884,"43.657763,-79.389165"
43.655848,-79.392163,"43.657763,-79.389165"
43.657254,-79.386692,"43.657763,-79.389165"
43.659309,-79.385467,"43.657763,-79.389165"
43.659917,-79.388697,"43.657763,-79.389165"
43.656984,-79.388884,"43.657763,-79.389165"
43.656332,-79.381627,"43.656729,-79.382736"
43.656132,-79.383605,"43.656729,-79.382736"
43.656024,-79.383284,"43.656729,-79.382736"
43.656621,-79.383824,"43.656729,-79.382736"
43.656332,-79.381627,"43.656729,-79.382736"
43.657393,-79.383245,"43.656729,-79.382736"
43.657588,-79.38365,"43.656729,-79.382736"
43.655985,-79.381759,"43.656729,-79.382736"
43.657122,-79.381565,"43.656729,-79.382736"
43.656992,-79.381031,"43.656729,-79.382736"
43.657709,-79.381986,"43.656729,-79.382736"
43.656559,-79.382545,"43.656729,-79.382736"
43.656145,-79.38342,"43.656729,-79.382736"
43.657301,-79.383745,"43.656729,-79.382736"
43.655935,-79.383995,"43.656729,-79.382736"
43.65767,-79.381746,"43.656729,-79.382736"
43.657825,-79.382706,"43.656729,-79.382736"
43.656441,-79.382439,"43.656729,-79.382736"
43.657452,-79.383208,"43.656729,-79.382736"
43.657996,-79.381892,"43.656729,-79.382736"
43.6561,-79.383273,"43.656729,-79.382736"
43.65738,-79.38343,"43.656729,-79.382736"
43.656999,-79.380938,"43.656729,-79.382736"
43.65694,-79.380975,"43.656729,-79.382736"
43.657825,-79.382706,"43.656729,-79.382736"
43.657541,-79.384297,"43.656729,-79.382736"
43.656449,-79.381552,"43.656729,-79.382736"
43.655755,-79.38261,"43.656729,-79.382736"
43.656133,-79.382465,"43.656729,-79.382736"
43.655961,-79.380539,"43.656729,-79.382736"
43.656683,-79.38126,"43.656729,-79.382736"
43.658323,-79.382037,"43.656729,-79.382736"
43.655631,-79.382777,"43.656729,-79.382736"
43.65604,-79.380224,"43.656729,-79.382736"
43.656967,-79.38048,"43.656729,-79.382736"
43.657652,-79.384315,"43.656729,-79.382736"
43.65675,-79.381273,"43.656729,-79.382736"
43.655666,-79.384607,"43.656729,-79.382736"
43.65587,-79.384125,"43.656729,-79.382736"
43.654709,-79.383098,"43.656729,-79.382736"
43.656078,-79.381259,"43.656729,-79.382736"
43.657769,-79.381154,"43.656729,-79.382736"
43.657111,-79.384042,"43.656729,-79.382736"
43.656674,-79.383879,"43.656729,-79.382736"
43.655604,-79.383147,"43.656729,-79.382736"
43.657065,-79.380808,"43.656729,-79.382736"
43.657373,-79.383522,"43.656729,-79.382736"
43.656575,-79.38059,"43.656729,-79.382736"
43.656582,-79.380498,"43.656729,-79.382736"
43.657122,-79.381565,"43.656729,-79.382736"
43.664626,-79.414278,"43.664467,-79.414783"
43.66456,-79.414408,"43.664467,-79.414783"
43.664266,-79.414595,"43.664467,-79.414783"
43.664454,-79.415093,"43.664467,-79.414783"
43.664368,-79.4155,"43.664467,-79.414783"
43.664313,-79.413948,"43.664467,-79.414783"
43.664653,-79.413908,"43.664467,-79.414783"
43.66454,-79.414685,"43.664467,-79.414783"
43.664088,-79.415502,"43.664467,-79.414783"
43.663963,-79.415669,"43.664467,-79.414783"
43.664379,-79.413818,"43.664467,-79.414783"
43.664395,-79.41513,"43.664467,-79.414783"
43.664523,-79.413373,"43.664467,-79.414783"
43.664355,-79.415685,"43.664467,-79.414783"
43.66456,-79.414408,"43.664467,-79.414783"
43.664619,-79.414371,"43.664467,-79.414783"
43.664273,-79.414502,"43.664467,-79.414783"
43.664273,-79.414502,"43.664467,-79.414783"
43.66418,-79.415002,"43.664467,-79.414783"
43.664286,-79.414317,"43.664467,-79.414783"
43.664706,-79.414546,"43.664467,-79.414783"
43.664266,-79.414595,"43.664467,-79.414783"
43.664557,-79.412911,"43.664467,-79.414783"
43.664922,-79.413297,"43.664467,-79.414783"
43.664115,-79.415132,"43.664467,-79.414783"
43.664115,-79.415132,"43.664467,-79.414783"
43.664283,-79.415907,"43.664467,-79.414783"
43.66456,-79.414408,"43.664467,-79.414783"
43.664543,-79.413096,"43.664467,-79.414783"
43.664204,-79.416222,"43.664467,-79.414783"
43.663923,-79.416223,"43.664467,-79.414783"
43.664567,-79.414316,"43.664467,-79.414783"
43.664434,-79.41537,"43.664467,-79.414783"
43.664111,-79.416721,"43.664467,-79.414783"
43.664949,-79.412927,"43.664467,-79.414783"
43.663963,-79.415669,"43.664467,-79.414783"
43.664379,-79.413818,"43.664467,-79.414783"
43.664646,-79.414001,"43.664467,-79.414783"
43.664256,-79.416277,"43.664467,-79.414783"
43.663857,-79.416353,"43.664467,-79.414783"
43.664355,-79.415685,"43.664467,-79.414783"
43.664385,-79.413725,"43.664467,-79.414783"
43.663837,-79.416631,"43.664467,-79.414783"
43.66506,-79.412945,"43.664467,-79.414783"
43.664424,-79.413965,"43.664467,-79.414783"
43.66471,-79.41383,"43.664467,-79.414783"
43.66477,-79.413834,"43.664467,-79.414783"
43.663699,-79.416983,"43.664467,-79.414783"
43.664039,-79.416943,"43.664467,-79.414783"
43.663758,-79.416945,"43.664467,-79.414783"
43.675416,-79.388641,"43.675492,-79.388858"
43.674437,-79.388204,"43.675492,-79.388858"
43.675715,-79.389156,"43.675492,-79.388858"
43.675194,-79.388605,"43.675492,-79.388858"
43.675194,-79.388605,"43.675492,-79.388858"
43.674875,-79.388424,"43.675492,-79.388858"
43.6771,-79.389423,"43.675492,-79.388858"
43.67509,-79.388495,"43.675492,-79.388858"
43.674704,-79.388387,"43.675492,-79.388858"
43.675657,-79.389193,"43.675492,-79.388858"
43.675277,-79.389788,"43.675492,-79.388858"
43.675715,-79.389156,"43.675492,-79.388858"
43.675715,-79.389156,"43.675492,-79.388858"
43.675253,-79.388568,"43.675492,-79.388858"
43.67477,-79.388257,"43.675492,-79.388858"
43.674888,-79.388182,"43.675492,-79.388858"
43.674664,-79.38877,"43.675492,-79.388858"
43.674763,-79.38835,"43.675492,-79.388858"
43.674671,-79.388849,"43.675492,-79.388858"
43.674763,-79.38835,"43.675492,-79.388858"
43.674666,-79.388306,"43.675492,-79.388858"
43.674567,-79.388739,"43.675492,-79.388858"
43.674403,-79.388666,"43.675492,-79.388858"
43.673261,-79.388157,"43.675492,-79.388858"
43.674704,-79.388387,"43.675492,-79.388858"
43.675142,-79.38855,"43.675492,-79.388858"
43.674345,-79.388704,"43.675492,-79.388858"
43.677732,-79.389992,"43.675492,-79.388858"
43.675218,-79.389825,"43.675492,-79.388858"
43.674816,-79.388405,"43.675492,-79.388858"
43.674129,-79.388576,"43.675492,-79.388858"
43.674678,-79.388757,"43.675492,-79.388858"
43.674704,-79.388387,"43.675492,-79.388858"
43.673803,-79.38843,"43.675492,-79.388858"
43.674077,-79.388521,"43.675492,-79.388858"
43.674462,-79.388629,"43.675492,-79.388858"
43.677993,-79.390267,"43.675492,-79.388858"
43.67407,-79.388613,"43.675492,-79.388858"
43.67443,-79.388296,"43.675492,-79.388858"
43.677263,-79.389496,"43.675492,-79.388858"
43.677159,-79.389386,"43.675492,-79.388858"
43.677236,-79.389866,"43.675492,-79.388858"
43.677263,-79.389496,"43.675492,-79.388858"
43.677175,-79.387611,"43.675492,-79.388858"
43.673818,-79.387451,"43.675492,-79.388858"
43.677236,-79.389866,"43.675492,-79.388858"
43.677125,-79.389848,"43.675492,-79.388858"
43.674175,-79.388723,"43.675492,-79.388858"
43.674175,-79.388723,"43.675492,-79.388858"
43.678274,-79.390265,"43.675492,-79.388858"
43.674977,-79.396241,"43.674991,-79.396273"
43.674487,-79.396023,"43.674991,-79.396273"
43.67501,-79.395779,"43.674991,-79.396273"
43.675237,-79.396517,"43.674991,-79.396273"
43.674746,-79.397093,"43.674991,-79.396273"
43.674818,-79.396871,"43.674991,-79.396273"
43.674997,-79.395964,"43.674991,-79.396273"
43.674485,-79.396818,"43.674991,-79.396273"
43.673676,-79.396362,"43.674991,-79.396273"
43.675315,-79.396997,"43.674991,-79.396273"
43.675797,-79.397308,"43.674991,-79.396273"
43.673676,-79.396362,"43.674991,-79.396273"
43.674729,-79.395781,"43.674991,-79.396273"
43.67499,-79.396057,"43.674991,-79.396273"
43.675155,-79.395334,"43.674991,-79.396273"
43.675141,-79.395519,"43.674991,-79.396273"
43.674419,-79.396664,"43.674991,-79.396273"
43.67427,-79.39669,"43.674991,-79.396273"
43.674277,-79.396598,"43.674991,-79.396273"
43.674485,-79.396818,"43.674991,-79.396273"
43.67524,-79.394927,"43.674991,-79.396273"
43.675779,-79.39679,"43.674991,-79.396273"
43.675168,-79.395149,"43.674991,-79.396273"
43.675125,-79.397294,"43.674991,-79.396273"
43.674048,-79.396655,"43.674991,-79.396273"
43.674114,-79.396525,"43.674991,-79.396273"
43.674729,-79.395781,"43.674991,-79.396273"
43.674929,-79.396889,"43.674991,-79.396273"
43.674849,-79.394911,"43.674991,-79.396273"
43.674526,-79.396263,"43.674991,-79.396273"
43.674526,-79.396263,"43.674991,-79.396273"
43.674526,-79.396263,"43.674991,-79.396273"
43.675306,-79.394797,"43.674991,-79.396273"
43.674795,-79.395651,"43.674991,-79.396273"
43.672469,-79.395982,"43.674991,-79.396273"
43.674161,-79.398243,"43.674991,-79.396273"
43.67465,-79.396096,"43.674991,-79.396273"
43.674713,-79.397556,"43.674991,-79.396273"
43.6744,-79.397225,"43.674991,-79.396273"
43.675141,-79.395519,"43.674991,-79.396273"
43.67427,-79.39669,"43.674991,-79.396273"
43.67589,-79.396808,"43.674991,-79.396273"
43.674746,-79.397093,"43.674991,-79.396273"
43.674717,-79.395429,"43.674991,-79.396273"
43.673925,-79.396027,"43.674991,-79.396273"
43.673814,-79.396009,"43.674991,-79.396273"
43.675161,-79.395242,"43.674991,-79.396273"
43.674733,-79.397278,"43.674991,-79.396273"
43.675261,-79.39465,"43.674991,-79.396273"
43.675727,-79.396735,"43.674991,-79.396273"
43.671761,-79.38717,"43.671944,-79.387778"
43.672387,-79.387831,"43.671944,-79.387778"
43.67238,-79.387923,"43.671944,-79.387778"
43.672047,-79.38787,"43.671944,-79.387778"
43.672361,-79.387406,"43.671944,-79.387778"
43.67238,-79.387923,"43.671944,-79.387778"
43.671761,-79.38717,"43.671944,-79.387778"
43.671625,-79.388551,"43.671944,-79.387778"
43.671932,-79.386355,"43.671944,-79.387778"
43.672057,-79.389275,"43.671944,-79.387778"
43.672361,-79.387406,"43.671944,-79.387778"
43.672987,-79.388067,"43.671944,-79.387778"
43.671166,-79.387636,"43.671944,-79.387778"
43.671394,-79.387579,"43.671944,-79.387778"
43.672464,-79.387901,"43.671944,-79.387778"
43.672525,-79.387478,"43.671944,-79.387778"
43.671014,-79.388173,"43.671944,-79.387778"
43.671014,-79.388173,"43.671944,-79.387778"
43.671695,-79.389822,"43.671944,-79.387778"
43.672525,-79.387478,"43.671944,-79.387778"
43.670456,-79.386588,"43.671944,-79.387778"
43.672694,-79.387459,"43.671944,-79.387778"
43.671677,-79.389869,"43.671944,-79.387778"
43.670291,-79.38731,"43.671944,-79.387778"
43.671677,-79.389869,"43.671944,-79.387778"
43.673261,-79.388157,"43.671944,-79.387778"
43.670528,-79.386365,"43.671944,-79.387778"
43.671134,-79.39039,"43.671944,-79.387778"
43.670303,-79.38792,"43.671944,-79.387778"
43.67103,-79.388087,"43.671944,-79.387778"
43.670652,-79.39008,"43.671944,-79.387778"
43.670749,-79.387195,"43.671944,-79.387778"
43.670456,-79.386588,"43.671944,-79.387778"
43.670137,-79.389436,"43.671944,-79.387778"
43.670106,-79.388309,"43.671944,-79.387778"
43.672501,-79.389346,"43.671944,-79.387778"
43.669563,-79.388831,"43.671944,-79.387778"
43.670908,-79.385771,"43.671944,-79.387778"
43.670974,-79.388728,"43.671944,-79.387778"
43.670652,-79.39008,"43.671944,-79.387778"
43.670291,-79.38731,"43.671944,-79.387778"
43.670244,-79.387957,"43.671944,-79.387778"
43.672042,-79.386004,"43.671944,-79.387778"
43.670456,-79.386588,"43.671944,-79.387778"
43.673818,-79.387451,"43.671944,-79.387778"
43.670044,-79.389936,"43.671944,-79.387778"
43.670472,-79.384813,"43.671944,-79.387778"
43.674437,-79.388204,"43.671944,-79.387778"
43.671094,-79.390945,"43.671944,-79.387778"
43.670179,-79.388087,"43.671944,-79.387778"
43.663242,-79.351303,"43.662365,-79.351104"
43.662601,-79.351623,"43.662365,-79.351104"
43.66287,-79.35137,"43.662365,-79.351104"
43.662086,-79.35098,"43.662365,-79.351104"
43.660325,-79.3536,"43.662365,-79.351104"
43.66249,-79.351605,"43.662365,-79.351104"
43.662791,-79.351326,"43.662365,-79.351104"
43.661864,-79.350945,"43.662365,-79.351104"
43.663294,-79.351358,"43.662365,-79.351104"
43.662954,-79.351398,"43.662365,-79.351104"
43.660344,-79.350236,"43.662365,-79.351104"
43.663088,-79.349549,"43.662365,-79.351104"
43.659795,-79.350056,"43.662365,-79.351104"
43.663854,-79.352149,"43.662365,-79.351104"
43.663722,-79.349322,"43.662365,-79.351104"
43.662972,-79.35271,"43.662365,-79.351104"
43.665134,-79.352305,"43.662365,-79.351104"
43.663553,-79.348547,"43.662365,-79.351104"
43.665193,-79.352267,"43.662365,-79.351104"
43.661563,-79.35401,"43.662365,-79.351104"
43.661395,-79.354331,"43.662365,-79.351104"
43.665304,-79.352285,"43.662365,-79.351104"
43.664611,-79.352549,"43.662365,-79.351104"
43.664762,-79.352012,"43.662365,-79.351104"
43.66161,-79.354458,"43.662365,-79.351104"
43.664207,-79.351924,"43.662365,-79.351104"
43.664919,-79.352177,"43.662365,-79.351104"
43.65987,-79.352125,"43.662365,-79.351104"
43.660534,-79.35382,"43.662365,-79.351104"
43.661588,-79.353836,"43.662365,-79.351104"
43.660285,-79.350274,"43.662365,-79.351104"
43.660057,-79.353712,"43.662365,-79.351104"
