latitude,longitude,uid
43.694341,-79.291416,7395
43.64422,-79.36927,7399
43.685924,-79.376304,7488
43.645215,-79.364898,7261
43.6462574,-79.3973381,7463
43.646677,-79.442741,7231
43.63855,-79.46693,7478
43.645599,-79.4657123,7084
43.674923,-79.430465,7302
43.684758,-79.316767,7087
43.66663,-79.38148,7024
43.685221,-79.294766,7503
43.635492,-79.398253,7203
43.63951,-79.383717,7043
43.641529,-79.386741,7018
43.6417852,-79.4131148,7412
43.655766,-79.3802,7391
43.680466,-79.432522,7459
43.66478,-79.45991,7413
43.664088,-79.387095,7030
43.65917,-79.46997,7501
43.671535,-79.379173,7264
43.646734,-79.38301,7469
43.6662942,-79.4066433,7061
43.675278,-79.423889,7138
43.648928,-79.378623,7417
43.6509552,-79.3707,7373
43.715951,-79.351246,7455
43.665645,-79.304711,7428
43.645572,-79.39399,7324
43.652777,-79.372637,7475
43.665538,-79.451263,7476
43.650325,-79.372287,7009
43.66943,-79.38915,7029
43.669244,-79.3894,7335
43.688526,-79.412903,7442
43.683351,-79.41562,7363
43.653359,-79.365023,7506
43.6574766,-79.373446,7443
43.636611,-79.400042,7072
43.646552,-79.406468,7245
43.647259,-79.379878,7052
43.713524,-79.400162,7484
43.65003919999999,-79.3733541,7074
43.653264,-79.382458,7021
43.663376,-79.392125,7008
43.660439,-79.385525,7006
43.659226,-79.390213,7062
43.65995,-79.38964,7502
43.661803,-79.389682,7274
43.660087,-79.385655,7235
43.6146692,-79.4873148,7516
43.626265,-79.476723,7514
43.63771,-79.458173,7518
43.6390437,-79.4760109,7517
43.6486599,-79.4376413,7520
43.6423847,-79.4240277,7524
43.6702236,-79.4360232,7526
43.67883,-79.408723,7528
43.6752732,-79.3778458,7530
43.645469,-79.411084,7534
43.6882821,-79.4253856,7538
43.651603,-79.408346,7536
43.670206,-79.402643,7531
43.661559,-79.413845,7537
43.6560758,-79.393259,7545
43.6580442,-79.3927404,7547
43.6568254,-79.3966159,7546
43.5927419,-79.54033009999999,7552
43.597082,-79.522768,7553
43.6171635,-79.4971065,7556
43.612063,-79.496573,7555
43.63732,-79.489083,7558
43.5961692,-79.5160575,7554
43.613606,-79.4883535,7515
43.664665,-79.489385,7562
43.665523,-79.484892,7564
43.668496,-79.485426,7563
43.698841,-79.519472,7567
43.658574,-79.487246,7561
43.63985,-79.43703,7568
43.665076,-79.341509,7570
43.6323994,-79.40978179999999,7569
43.6935477,-79.3301658,7572
43.6438036,-79.4770327,7559
43.65246,-79.413528,7541
43.6548521,-79.35397680000001,7575
43.630874,-79.482407,7557
43.6704403,-79.45328549999999,7529
43.6535,-79.354068,7576
43.6617908,-79.361515,7577
43.649709,-79.364184,7551
43.666051,-79.374161,7549
43.7005976,-79.397345,7579
43.7029672,-79.3979073,7580
43.68871,-79.39264,7540
43.6834703,-79.5108942,7583
43.7696262,-79.5025943,7584
43.7641485,-79.5012809,7585
43.76521,-79.491281,7586
43.7724019,-79.4675395,7587
43.7781116,-79.467963,7588
43.707049,-79.40966,7591
43.711751,-79.378615,7593
43.732975,-79.40401,7598
43.660274,-79.398049,7600
43.699281,-79.318802,7602
43.707582,-79.311439,7603
43.696631,-79.297436,7606
43.650077,-79.391291,7542
43.6765897,-79.3163022,7607
43.650745,-79.383633,7599
43.720233,-79.362092,7609
43.6926825,-79.441042,7618
43.7041957,-79.4094472,7619
43.7078691,-79.39248,7620
43.591561,-79.545827,7621
43.5880774,-79.5432067,7622
43.754978,-79.1971289,7624
43.6856,-79.3718,7277
43.637764,-79.345359,7344
43.6629228,-79.4018451,7285
43.660296,-79.397107,7250
43.788319,-79.123505,7617
43.7805505,-79.1301203,7626
43.7777114,-79.1659711,7615
43.779353,-79.193023,7614
43.747854,-79.199327,7612
43.7561681,-79.2026694,7613
43.6002896,-79.5108692,7630
43.6615467,-79.498398,7631
43.6632257,-79.4397052,7522
43.680095,-79.291714,7610
43.691468,-79.288619,7611
43.645609,-79.380386,7033
43.6591666666667,-79.3855555555556,7162
43.658777,-79.369596,7109
43.6625395,-79.5030161,7629
43.7004017,-79.4275305,7632
43.77953,-79.45233,7589
43.7774374,-79.4447096,7590
43.6637403,-79.39806449999999,7190
43.707045,-79.375437,7594
43.6495789,-79.3762096,7333
43.6637,-79.400053,7058
43.690903,-79.4375028,7582
43.643253094827294,-79.41230469904167,7473
43.6029904,-79.4926867,7623
43.6596299,-79.4799176,7635
43.6608333,-79.43166666666667,7156
43.66083333333333,-79.43583333333333,7157
43.69933,-79.39199,7539
43.6653032,-79.4701178,7581
43.6162721,-79.4990363,7637
43.720645,-79.355474,7608
43.6641174,-79.4588522,7641
43.6424558,-79.4296346,7633
43.6954486,-79.4026176,7643
43.6850809,-79.3149901,7644
43.6800218,-79.3405681,7596
43.7842419,-79.1849889,7645
43.6451308,-79.36536439999999,7291
43.6482995,-79.3552533,7492
43.65637299999999,-79.38781039999999,7647
43.657838,-79.38631,7263
43.778015,-79.131911,7616
43.672079,-79.470171,7565
43.690237,-79.350119,7348
43.70942,-79.39139,7404
43.671389,-79.382919,7034
43.671561,-79.38117,7332
43.669576,-79.375961,7311
43.669903,-79.387802,7276
43.693256,-79.383238,7595
43.65412449999999,-79.4636388,7654
43.680207,-79.339243,7655
43.6589882,-79.438715,7656
43.6741219,-79.4352208,7327
43.6469928,-79.3706665,7657
43.683884,-79.36647,7601
43.6578449,-79.3899265,7634
43.6477785,-79.3847928,7284
43.6856128,-79.31168269999999,7659
43.681944,-79.390556,7133
43.671771,-79.324961,7571
43.64534,-79.409597,7046
43.6393107,-79.4408141,7662
43.68306889999999,-79.279682,7068
43.6626628,-79.3323698,7258
43.681114,-79.3373885,7091
43.638925,-79.4168659,7523
43.676216,-79.309395,7487
43.652822,-79.378208,7406
43.656311,-79.379158,7472
43.656633,-79.379625,7660
43.686962,-79.286864,7504
43.718039,-79.371914,7663
43.672152,-79.39018,7127
43.673019,-79.467994,7566
43.72268,-79.37644,7664
43.6504218,-79.4407647,7666
43.68850459999999,-79.3940052,7642
43.641705,-79.393295,7416
43.647663,-79.487583,7636
43.6558557,-79.3894093,7668
43.720998,-79.377456,7665
43.72814640000001,-79.4032194,7670
43.652327224103,-79.3882538196087,7039
43.6438602,-79.4227573,7197
43.7093201,-79.3996301,7671
43.64920406876699,-79.49336334201408,7658
43.6503935,-79.3860211,7646
43.6399714,-79.39940399999999,7639
43.68827060022711,-79.43937767081853,7519
43.6614605,-79.37894570000002,7292
43.69413548199171,-79.30058718775287,7605
43.7254665,-79.40115449999999,7625
43.7083577,-79.39886200000001,7381
43.640978,-79.376785,7016
43.63840090000001,-79.4197107,7135
43.7027268,-79.33368089999999,7096
43.70567,-79.310554,7604
43.635,-79.4088888888889,7172
43.656784782853144,-79.35627385059036,7104
43.732016,-79.403637,7597
43.67515255542865,-79.38849615969643,7648
43.67468857448634,-79.36701962396272,7117
43.727365488246306,-79.3814254607724,7676
43.6846177,-79.39245919999999,7677
43.645835578756525,-79.32088910859937,7354
43.77345,-79.5002,7678
43.686442,-79.313404,7429
43.66402799999999,-79.40297869999999,7667
43.6544839,-79.34105699999999,7681
43.6481303,-79.38632,7382
43.65049,-79.3873,7022
43.64134790000001,-79.4013882,7682
43.64215,-79.377,7684
43.663337,-79.446444,7237
43.6392777,-79.4115736,7322
43.645102,-79.39744979999999,7685
43.6602021,-79.4342726,7687
43.644887,-79.45641169999999,7688
43.680012,-79.34403250000001,7689
43.641952,-79.380723,7398
43.637381,-79.406112,7211
43.63811,-79.397877,7533
43.64957,-79.432446,7675
43.64191,-79.378325,7683
43.6700692,-79.2971326,7692
43.6559476,-79.37558829999999,7693
43.707212,-79.2952873,7694
43.6677628,-79.30811709999999,7695
43.6750806,-79.3068697,7696
43.6754247,-79.4547813,7698
43.67392479999999,-79.4615434,7697
43.6467433,-79.446895,7701
43.6409957,-79.40966630000001,7216
43.6593483,-79.34993659999999,7702
43.67168,-79.421192,7691
43.652634,-79.374222,7050
43.6519501,-79.4060978,7037
43.6613642,-79.3641171,7703
43.6808774,-79.3304491,7704
43.6623658,-79.3413344,7705
43.6791345,-79.3263159,7706
43.6478206,-79.3704721,7686
43.635495,-79.40352209999999,7707
43.6868681,-79.3110942,7708
43.678177,-79.435364,7699
43.6962302,-79.39504339999999,7709
43.667076,-79.425116,7627
43.649217,-79.465319,7460
43.68005,-79.43469,7700
43.675648,-79.4527619,7527
43.6677246,-79.4041365,7710
43.66496415990742,-79.38355031526893,7001
43.648437,-79.39838,7256
43.6663308,-79.3809503,7241
43.6673,-79.374,7042
43.6517925,-79.38269509999999,7202
43.6372958,-79.4423237,7228
43.6554793,-79.4302462,7711
43.686352,-79.415894,7650
43.6442457,-79.41610440000001,7712
43.7741,-79.5005,7679
43.683979,-79.410657,7640
43.6472019,-79.3953394,7260
43.6513927,-79.35794659999999,7099
43.6647688,-79.3772602,7453
43.6506,-79.381285,7713
43.6408346,-79.3429074,7345
43.6586525,-79.440502,7521
43.6585504,-79.4497659,7728
43.6484201,-79.40051919999999,7719
43.6461512,-79.3998214,7718
43.693187,-79.314283,7715
43.6425791,-79.40011729999999,7717
43.6469251,-79.3733192,7716
43.644395,-79.40065430000001,7720
43.6463574,-79.391206,7721
43.6682342,-79.3702641,7724
43.6791876,-79.39071899999999,7725
43.674446,-79.398331,7130
43.6334636,-79.4143057,7680
43.6352007,-79.4187711,7243
43.6501644,-79.48296909999999,7729
43.636804,-79.408832,7730
43.6658804,-79.38761010000002,7548
43.68035,-79.28357,7731
43.6535052,-79.3667689,7505
43.702418581463505,-79.2563167072858,7738
43.68824135931814,-79.27046628033244,7732
43.691688,-79.265027,7735
43.697490048103,-79.25655146462776,7737
43.69401297794256,-79.26257204548136,7736
43.70643614257429,-79.25104443353288,7739
43.6929478,-79.28339980000001,7733
43.6950192,-79.27180659999999,7734
43.69263249999999,-79.4627536,7743
43.7105975,-79.2541175,7740
43.69415,-79.45782580000001,7742
43.668500046272165,-79.3946235999697,7251
43.70163,-79.44099,7746
43.688028,-79.460265,7745
43.68323,-79.455765,7744
43.69466,-79.45376999999999,7747
43.6784834,-79.3513564,7094
43.65016869999999,-79.4963345,7748
43.6492,-79.50601999999999,7749
43.6897656,-79.2939525,7750
43.6537513,-79.4028245,7543
43.6357643,-79.4674917,7752
43.64839,-79.51008,7751
43.62369169999999,-79.4838132,7753
43.648657,-79.458111,7741
43.671293,-79.380471,7025
43.699327072589426,-79.4493630391668,7754
43.63560589999999,-79.4934616,7755
43.7611741,-79.5114452,7756
43.6428899,-79.3946346,7757
43.7603624,-79.5162777,7758
43.62313,-79.4918,7760
43.772445,-79.511912,7759
