lat-long,name,distance,latitude,longitude,address,price,is_closed,rating,rating_count,my_timestamp,cat1_alias,cat1_title,cat2_alias,cat2_title,cat3_alias,cat3_title
"43.665269,-79.319796",The Burger's Priest,374.2380726403347,43.666699590075,-79.3155846030585,"['1636 Queen Street E', 'Toronto, ON M4L 1G3', 'Canada']",$$,False,3.5,498,2022-12-05 04:14:43.742563,burgers,Burgers,,,,
"43.665269,-79.319796",Chick-N-Joy,125.48313239918345,43.66509,-79.32132,"['1483 Queen Street E', 'Toronto, ON M4L 1E2', 'Canada']",$,False,4.0,54,2022-12-05 04:14:43.742587,chickenshop,Chicken Shop,,,,
"43.665269,-79.319796",O Sushi,277.56958241445363,43.66654,-79.31693,"['6 Coxwell Avenue', 'Toronto, ON M4L 3A7', 'Canada']",$$,False,4.0,57,2022-12-05 04:14:43.742593,burgers,Burgers,,,,
"43.665269,-79.319796",Jaclyn's,172.37513361109032,43.66627,-79.31802,"['1588 Queen Street E', 'Toronto, ON M4L 1G1', 'Canada']",,False,4.5,14,2022-12-05 04:14:43.742599,newcanadian,Canadian (New),,,,
"43.665269,-79.319796",Burrito Bandidos,286.2490649948758,43.6665611,-79.3164215,"['1614 Queen Street E', 'Toronto, ON M4L 1G4', 'Canada']",$$,False,3.5,57,2022-12-05 04:14:43.742604,japanese,Japanese,sushi,Sushi Bars,tapasmallplates,Tapas/Small Plates
"43.665269,-79.319796",Dulcinella,308.88424174869004,43.66665,-79.3165,"['7 Coxwell Avenue', 'Toronto, ON M4L 3A8', 'Canada']",,False,5.0,7,2022-12-05 04:14:43.742609,ramen,Ramen,noodles,Noodles,,
"43.665269,-79.319796",McDonald's,64.24127334717444,43.6650808,-79.3192955,"['29-31 Woodward Avenue', 'Toronto, ON M4L 2Y5', 'Canada']",$,False,2.5,22,2022-12-05 04:14:43.742615,chinese,Chinese,noodles,Noodles,,
"43.665269,-79.319796",Rice Rice Baby,199.75263086292173,43.667009,-79.3204135,"['Toronto, ON M5A 1P2', 'Canada']",,False,5.0,2,2022-12-05 04:14:43.742619,bakeries,Bakeries,korean,Korean,,
"43.665269,-79.319796",Butter Chicken Roti,269.8924212338174,43.6663972918034,-79.316825196147,"['1610 Queen Street E', 'Toronto, ON M4L 1G2', 'Canada']",,False,2.5,13,2022-12-05 04:14:43.742625,sandwiches,Sandwiches,,,,
"43.665269,-79.319796",Simple Coffee,377.71945333078975,43.66681639999999,-79.3156156,"['1636 Queen Street E', 'Toronto, ON M4L 1G3', 'Canada']",,False,4.5,2,2022-12-05 04:14:43.742630,seafood,Seafood,,,,
"43.665269,-79.319796",Ashbridge Estate,235.47908014792085,43.66527,-79.32273,"['1444 Queen St E', 'Toronto, ON M4L', 'Canada']",,False,5.0,1,2022-12-05 04:14:43.742635,tapasmallplates,Tapas/Small Plates,pizza,Pizza,desserts,Desserts
"43.665269,-79.319796",Pizza Nova,300.104258992041,43.6665095828238,-79.3164825439453,"['1614 Queen Street E', 'Toronto, ON M4L 1G4', 'Canada']",,False,2.5,3,2022-12-05 04:14:43.742639,breakfast_brunch,Breakfast & Brunch,mexican,Mexican,,
"43.665269,-79.319796",Ashbridges Bay Skate Park,393.91144776868924,43.6627803414137,-79.3163108825684,"['Southwest Corner Coxwell & Lakeshore', 'Toronto, ON M4L', 'Canada']",,False,3.5,2,2022-12-05 04:14:43.742644,museums,Museums,,,,
"43.665269,-79.319796",Jonathan Ashbridge Park,73.30800846501171,43.6653786,-79.3198166,"['1515 Queen Street E', 'Toronto, ON M6R 1A5', 'Canada']",,False,2.0,1,2022-12-05 04:14:43.742649,dog_parks,Dog Parks,swimmingpools,Swimming Pools,,
"43.665269,-79.319796",Pachira Asian Cuisine,270.47969701696985,43.66649,-79.31686,"['1610 Queen Street E', 'Toronto, ON M4L 1G2', 'Canada']",$,False,1.0,1,2022-12-05 04:14:43.742654,ramen,Ramen,noodles,Noodles,,
"43.67142,-79.445947",Love Chix,292.2904736197312,43.6696641,-79.4486514,"['33 Powerhouse Street', 'Toronto, ON M6H 4K7', 'Canada']",$$,False,3.5,46,2022-12-05 04:14:44.151727,burgers,Burgers,,,,
"43.67142,-79.445947",Balzac's Coffee Roasters,261.708842543021,43.670364,-79.448855,"['29 Powerhouse Street', 'Toronto, ON M6H 0C7', 'Canada']",$$,False,4.0,17,2022-12-05 04:14:44.151757,chickenshop,Chicken Shop,,,,
"43.67142,-79.445947",Century Park Tavern,299.6021921678177,43.6696641,-79.44877238227583,"['33 Powerhouse Street', 'Toronto, ON M6H 4K7', 'Canada']",,False,4.0,1,2022-12-05 04:14:44.151763,burgers,Burgers,,,,
"43.67142,-79.445947",The Morning Star Restaurant,384.73348615765747,43.66923,-79.4422,"['310 Geary Avenue', 'Toronto, ON M6H 2C5', 'Canada']",$,False,2.5,2,2022-12-05 04:14:44.151769,newcanadian,Canadian (New),,,,
"43.666224,-79.317693",The Burger's Priest,177.64325975172713,43.666699590075,-79.3155846030585,"['1636 Queen Street E', 'Toronto, ON M4L 1G3', 'Canada']",$$,False,3.5,498,2022-12-05 04:14:44.573853,burgers,Burgers,,,,
"43.666224,-79.317693",O Sushi,78.63482295741966,43.66654,-79.31693,"['6 Coxwell Avenue', 'Toronto, ON M4L 3A7', 'Canada']",$$,False,4.0,57,2022-12-05 04:14:44.573903,chickenshop,Chicken Shop,,,,
"43.666224,-79.317693",Casa Di Giorgios,211.83409499769655,43.6668499,-79.31518,"['1646 Queen St E', 'Toronto, ON M4L 1G3', 'Canada']",$$,False,4.0,71,2022-12-05 04:14:44.573910,burgers,Burgers,,,,
"43.666224,-79.317693",British Style Fish & Chips,269.51772516492844,43.66861,-79.31723,"['73 Coxwell Avenue', 'Toronto, ON M4L 3B1', 'Canada']",$,False,4.0,51,2022-12-05 04:14:44.573915,newcanadian,Canadian (New),,,,
"43.666224,-79.317693",Jaclyn's,29.257262572899972,43.66627,-79.31802,"['1588 Queen Street E', 'Toronto, ON M4L 1G1', 'Canada']",,False,4.5,14,2022-12-05 04:14:44.573921,japanese,Japanese,sushi,Sushi Bars,tapasmallplates,Tapas/Small Plates
"43.666224,-79.317693",Burrito Bandidos,98.63227407420021,43.6665611,-79.3164215,"['1614 Queen Street E', 'Toronto, ON M4L 1G4', 'Canada']",$$,False,3.5,57,2022-12-05 04:14:44.573926,ramen,Ramen,noodles,Noodles,,
"43.666224,-79.317693",Chick-N-Joy,319.9391251360251,43.66509,-79.32132,"['1483 Queen Street E', 'Toronto, ON M4L 1E2', 'Canada']",$,False,4.0,54,2022-12-05 04:14:44.573931,chinese,Chinese,noodles,Noodles,,
"43.666224,-79.317693",Dulcinella,109.50491881103235,43.66665,-79.3165,"['7 Coxwell Avenue', 'Toronto, ON M4L 3A8', 'Canada']",,False,5.0,7,2022-12-05 04:14:44.573937,bakeries,Bakeries,korean,Korean,,
"43.666224,-79.317693",Butter Chicken Roti,72.41293906313112,43.6663972918034,-79.316825196147,"['1610 Queen Street E', 'Toronto, ON M4L 1G2', 'Canada']",,False,2.5,13,2022-12-05 04:14:44.573942,sandwiches,Sandwiches,,,,
"43.666224,-79.317693",McDonald's,168.8691069904703,43.6650808,-79.3192955,"['29-31 Woodward Avenue', 'Toronto, ON M4L 2Y5', 'Canada']",$,False,2.5,22,2022-12-05 04:14:44.573947,seafood,Seafood,,,,
"43.666224,-79.317693",Rice Rice Baby,235.59030925425625,43.667009,-79.3204135,"['Toronto, ON M5A 1P2', 'Canada']",,False,5.0,2,2022-12-05 04:14:44.573952,tapasmallplates,Tapas/Small Plates,pizza,Pizza,desserts,Desserts
"43.666224,-79.317693",Simple Coffee,179.61097544943468,43.66681639999999,-79.3156156,"['1636 Queen Street E', 'Toronto, ON M4L 1G3', 'Canada']",,False,4.5,2,2022-12-05 04:14:44.573957,breakfast_brunch,Breakfast & Brunch,mexican,Mexican,,
"43.666224,-79.317693",Harvey's,211.57746846648183,43.66646,-79.31506,"['1641 Queen St E', 'Toronto, ON M4L 1G4', 'Canada']",$$,False,2.5,15,2022-12-05 04:14:44.573963,museums,Museums,,,,
"43.666224,-79.317693",Pizza Nova,102.41105815838381,43.6665095828238,-79.3164825439453,"['1614 Queen Street E', 'Toronto, ON M4L 1G4', 'Canada']",,False,2.5,3,2022-12-05 04:14:44.573969,dog_parks,Dog Parks,swimmingpools,Swimming Pools,,
"43.666224,-79.317693",Southern Smoke Truck,352.5530259201129,43.6709060668945,-79.3162689208984,"['Toronto, ON M4L', 'Canada']",,False,3.0,2,2022-12-05 04:14:44.573974,ramen,Ramen,noodles,Noodles,,
"43.666224,-79.317693",Pachira Asian Cuisine,72.38064610189745,43.66649,-79.31686,"['1610 Queen Street E', 'Toronto, ON M4L 1G2', 'Canada']",$,False,1.0,1,2022-12-05 04:14:44.573980,vietnamese,Vietnamese,,,,
"43.666224,-79.317693",Jonathan Ashbridge Park,258.47864346563733,43.6653786,-79.3198166,"['1515 Queen Street E', 'Toronto, ON M6R 1A5', 'Canada']",,False,2.0,1,2022-12-05 04:14:44.573985,cafes,Cafes,,,,
"43.653236,-79.376716",Richmond Station,292.63892114847755,43.6513729,-79.379285,"['1 Richmond Street W', 'Toronto, ON M5H 3W4', 'Canada']",$$$,False,4.5,856,2022-12-05 04:14:45.379172,burgers,Burgers,,,,
"43.653236,-79.376716",Pearl Diver,300.7711618613883,43.65163,-79.37375,"['100 Adelaide Street E', 'Toronto, ON M5C 1K9', 'Canada']",$$,False,4.0,615,2022-12-05 04:14:45.379203,chickenshop,Chicken Shop,,,,
"43.653236,-79.376716",George Restaurant,192.61427926784526,43.65337263523713,-79.37432933100068,"['111 Queen Street E', 'Toronto, ON M5C 1S2', 'Canada']",$$$$,False,4.5,291,2022-12-05 04:14:45.379210,burgers,Burgers,,,,
"43.653236,-79.376716",Fahrenheit Coffee,316.8539049119034,43.65244524304,-79.372932326803,"['120 Lombard Avenue', 'Toronto, ON M5A 4J6', 'Canada']",$$,False,4.5,336,2022-12-05 04:14:45.379215,newcanadian,Canadian (New),,,,
"43.653236,-79.376716",The Carbon Bar,155.29815182838993,43.6531872633836,-79.3747868765724,"['99 Queen Street East', 'Toronto, ON M5C 1S2', 'Canada']",$$$,False,4.0,404,2022-12-05 04:14:45.379221,japanese,Japanese,sushi,Sushi Bars,tapasmallplates,Tapas/Small Plates
"43.653236,-79.376716",Hokkaido Ramen Santouka,348.860250573101,43.656321731393,-79.377499580039,"['91 Dundas Street E', 'Toronto, ON M5B 2C8', 'Canada']",$$,False,4.0,881,2022-12-05 04:14:45.379345,ramen,Ramen,noodles,Noodles,,
"43.653236,-79.376716",Mystic Muffin,346.2417524673631,43.652457948594,-79.372548881465,"['113 Jarvis Street', 'Toronto, ON M5C 2H4', 'Canada']",$,False,4.5,287,2022-12-05 04:14:45.379352,chinese,Chinese,noodles,Noodles,,
"43.653236,-79.376716",The Senator,334.0862515727654,43.65574,-79.37896,"['249 Victoria Street', 'Toronto, ON M5B 1T8', 'Canada']",$$,False,4.0,488,2022-12-05 04:14:45.379357,bakeries,Bakeries,korean,Korean,,
"43.653236,-79.376716",Dineen Coffee,293.50529249796466,43.6511564283768,-79.3789627552706,"['140 Yonge St', 'Toronto, ON M5C 2L7', 'Canada']",$$,False,4.0,383,2022-12-05 04:14:45.379363,sandwiches,Sandwiches,,,,
"43.653236,-79.376716",Terroni,269.1408232941678,43.6508,-79.3756,"['57A Adelaide Street E', 'Toronto, ON M5C 1K6', 'Canada']",$$,False,3.5,760,2022-12-05 04:14:45.379369,seafood,Seafood,,,,
"43.653236,-79.376716",The Poke Box,294.60395362597916,43.6505,-79.37657,"['36 Toronto Street', 'Toronto, ON M5C 2C5', 'Canada']",$$,False,4.5,175,2022-12-05 04:14:45.379374,tapasmallplates,Tapas/Small Plates,pizza,Pizza,desserts,Desserts
"43.653236,-79.376716",Gyu-Kaku Japanese BBQ,233.78953510487304,43.6515,-79.37482,"['81 Church Street', 'Toronto, ON M5C 2G2', 'Canada']",$$$,False,4.0,200,2022-12-05 04:14:45.379380,breakfast_brunch,Breakfast & Brunch,mexican,Mexican,,
"43.653236,-79.376716",The Chase,317.7689497204306,43.6510568545686,-79.379271238786,"['10 Temperance Street', 'Floor 5', 'Toronto, ON M5H 1Y4', 'Canada']",$$$,False,3.5,420,2022-12-05 04:14:45.379386,museums,Museums,,,,
"43.653236,-79.376716",Versus Coffee,248.45427219981866,43.6512075713649,-79.3754209277222,"['70 Adelaide Street E', 'Toronto, ON M5C 2R6', 'Canada']",$$,False,4.5,115,2022-12-05 04:14:45.379391,dog_parks,Dog Parks,swimmingpools,Swimming Pools,,
"43.653236,-79.376716",Carisma,331.2527022749068,43.65032,-79.37596,"['15 Toronto Street', 'Toronto, ON M5C 2EC', 'Canada']",$$$,False,4.0,194,2022-12-05 04:14:45.379396,ramen,Ramen,noodles,Noodles,,
"43.653236,-79.376716",Bob's Bulgogi,137.58338363742573,43.652139,-79.377507,"['105 Victoria Street', 'Toronto, ON M5C 3B4', 'Canada']",$,False,4.0,84,2022-12-05 04:14:45.379401,vietnamese,Vietnamese,,,,
"43.653236,-79.376716",Nami Restaurant,272.1442453677782,43.650977509378,-79.3754126895,"['55 Adelaide Street East', 'Toronto, ON M5C 1K6', 'Canada']",$$$,False,3.5,181,2022-12-05 04:14:45.379407,cafes,Cafes,,,,
"43.653236,-79.376716",J San Sushi Bar,375.57217514741075,43.6561276,-79.3745768,"['186 Jarvis Street', 'Toronto, ON M5B 2B7', 'Canada']",,False,4.5,74,2022-12-05 04:14:45.379412,icecream,Ice Cream & Frozen Yogurt,,,,
"43.653236,-79.376716",Sud Forno,306.9937708023127,43.650916340102,-79.3787852302194,"['132 Yonge Street', 'Toronto, ON M5C 1X3', 'Canada']",$$,False,3.5,173,2022-12-05 04:14:45.379417,mexican,Mexican,,,,
"43.653236,-79.376716",Paramount Middle Eastern Kitchen,332.53047404178824,43.65508,-79.37997,"['253 Yonge Street', 'Toronto, ON M7A 2H1', 'Canada']",$$,False,3.0,377,2022-12-05 04:14:45.379422,gluten_free,Gluten-Free,bakeries,Bakeries,customcakes,Custom Cakes
"43.653236,-79.376716",Trattoria Mercatto,285.89566034981624,43.65367,-79.38007,"['220 Yonge Street', 'Eaton Center', 'Toronto, ON M5B 2H1', 'Canada']",$$,False,3.5,222,2022-12-05 04:14:45.379427,catering,Caterers,bakeries,Bakeries,desserts,Desserts
"43.653236,-79.376716",Leña Restaurante,320.934674584202,43.6517399,-79.38026,"['176 Yonge Street', 'Toronto, ON M5C 2L7', 'Canada']",$$$,False,3.5,275,2022-12-05 04:14:45.379432,pizza,Pizza,,,,
"43.653236,-79.376716",La Bettola Di Terroni,165.77027250347734,43.652094784779315,-79.37804176337187,"['106 Victoria Street', 'Toronto, ON M5C 2B4', 'Canada']",$$,False,3.5,148,2022-12-05 04:14:45.379437,pizza,Pizza,salad,Salad,hotdogs,Fast Food
"43.653236,-79.376716",Mast Coffee,213.8112730744337,43.6550400866932,-79.375796456,"['68 Shuter Street', 'Toronto, ON M5B 0B4', 'Canada']",$,False,4.5,31,2022-12-05 04:14:45.379442,pizza,Pizza,salad,Salad,hotdogs,Fast Food
"43.653236,-79.376716",Hendriks Restaurant & Bar,269.68300532343875,43.653501,-79.380048,"['218 Yonge Street', 'Toronto, ON M5B 2H6', 'Canada']",$$$,False,4.0,109,2022-12-05 04:14:45.379447,cafes,Cafes,,,,
"43.653236,-79.376716",Sunset Grill,290.5733129523793,43.65138,-79.37925,"['1 Richmond St W', 'Toronto, ON M5H 3W4', 'Canada']",$$,False,3.5,153,2022-12-05 04:14:45.379452,sushi,Sushi Bars,,,,
"43.653236,-79.376716",The 3 Brewers,393.12631605254387,43.65551,-79.38027,"['275 Yonge St', 'Toronto, ON M5B 1N8', 'Canada']",$$,False,3.0,298,2022-12-05 04:14:45.379458,golf,Golf,,,,
"43.653236,-79.376716",CRAFT Beer Market,359.63564795985343,43.650159,-79.378093,"['1 Adelaide Street E', 'Toronto, ON M5C 2V9', 'Canada']",$$,False,3.5,174,2022-12-05 04:14:45.379462,filipino,Filipino,,,,
"43.653236,-79.376716",Fran's Restaurant,228.84041411984265,43.6543965446037,-79.3790650246736,"['200 Victoria Street', 'Toronto, ON M5B 2R3', 'Canada']",$$,False,3.0,223,2022-12-05 04:14:45.379468,venezuelan,Venezuelan,breakfast_brunch,Breakfast & Brunch,,
"43.653236,-79.376716",Planta Burger,307.61296276521585,43.65115,-79.37929,"['4 Temperance Street', 'Toronto, ON M5H 1Y4', 'Canada']",$$,False,3.5,84,2022-12-05 04:14:45.379473,mideastern,Middle Eastern,diners,Diners,breakfast_brunch,Breakfast & Brunch
"43.653236,-79.376716",AAA Bar,355.6964008819511,43.65178,-79.37272,"['138 Adelaide Street E', 'Toronto, ON M5C 1K9', 'Canada']",$$,False,3.5,122,2022-12-05 04:14:45.379478,comfortfood,Comfort Food,bars,Bars,newcanadian,Canadian (New)
"43.653236,-79.376716",Jesus Guy at Dundas Square,481.0875679224077,43.6563416,-79.3809433,"['Yonge street and Dundas street', 'Toronto, ON M5B', 'Canada']",,False,4.5,71,2022-12-05 04:14:45.379483,bbq,Barbeque,japanese,Japanese,,
"43.653236,-79.376716",Imperial Pub,384.65187597914246,43.6563327,-79.3788469,"['54 Dundas Street E', 'Toronto, ON M5B 1C7', 'Canada']",$$,False,3.5,155,2022-12-05 04:14:45.379488,bbq,Barbeque,japanese,Japanese,,
"43.653236,-79.376716",McVeigh's New Windsor Tavern,141.22713562219496,43.652297,-79.375534,"['124 Church Street', 'Toronto, ON M5C 2G8', 'Canada']",$$,False,3.5,40,2022-12-05 04:14:45.379494,newcanadian,Canadian (New),,,,
"43.653236,-79.376716",Bar Verde,382.68804398849306,43.65459,-79.38049,"['260 Yonge Street', 'Toronto, ON M5B 2L9', 'Canada']",$$,False,4.0,59,2022-12-05 04:14:45.379499,ramen,Ramen,noodles,Noodles,,
"43.653236,-79.376716",Katana on Bay,443.8165058851152,43.6503044,-79.3804595,"['333 Bay Street', 'Toronto, ON M5H 2R2', 'Canada']",$$$,False,3.5,95,2022-12-05 04:14:45.379504,chinese,Chinese,,,,
"43.653236,-79.376716",Portico Restaurant & Lounge,197.36521003527486,43.65168,-79.37809,"['15 Richmond Street E', 'Toronto, ON M5C 1N2', 'Canada']",$$$,False,4.0,28,2022-12-05 04:14:45.379509,venezuelan,Venezuelan,breakfast_brunch,Breakfast & Brunch,,
"43.653236,-79.376716",XO Bisous,238.03013562563441,43.65122,-79.37579,"['60 Adelaide Street E', 'Toronto, ON M5C 3E4', 'Canada']",$,False,4.5,18,2022-12-05 04:14:45.379514,indpak,Indian,,,,
"43.653236,-79.376716",B Espresso Bar,153.435293048755,43.6533051373662,-79.3748112490738,"['111 Queen Street E', 'Suite 201', 'Toronto, ON M5C 1S2', 'Canada']",$$,False,4.0,27,2022-12-05 04:14:45.379519,coffeeroasteries,Coffee Roasteries,,,,
"43.653236,-79.376716",Hy's Steakhouse & Cocktail Bar,411.822680833976,43.651051,-79.380849,"['365 Bay Street', 'Toronto, ON M5H 2V1', 'Canada']",,False,4.0,42,2022-12-05 04:14:45.379524,ramen,Ramen,,,,
"43.653236,-79.376716",Planta Cocina,316.8534704278592,43.65107,-79.37933,"['10 Temperance St', 'Toronto, ON M5H 1Y4', 'Canada']",,False,4.5,17,2022-12-05 04:14:45.379530,parks,Parks,,,,
"43.653236,-79.376716",Osteria Ciceri e Tria,164.377904257948,43.6522,-79.37806,"['106 Victoria St', 'Toronto, ON M5C', 'Canada']",$$,False,3.5,35,2022-12-05 04:14:45.379535,japanese,Japanese,sushi,Sushi Bars,,
"43.653236,-79.376716",Firkin on Yonge,233.85075845965721,43.6536199,-79.37936,"['207 Yonge Street', 'Toronto, ON M5B 2H1', 'Canada']",$$,False,3.0,107,2022-12-05 04:14:45.379541,seafood,Seafood,seafoodmarkets,Seafood Markets,,
"43.653236,-79.376716",Burrito Boyz,374.4093895864482,43.65636,-79.37851,"['74 Dundas Street E', 'Toronto, ON M5B 1C7', 'Canada']",$,False,3.5,72,2022-12-05 04:14:45.379546,coffeeroasteries,Coffee Roasteries,,,,
"43.653236,-79.376716",Danish Pastry House,347.6597573468985,43.654426341610986,-79.38071189650198,"['220 Yonge Street', 'CF Toronto Eaton Centre', 'Toronto, ON M5B 2H1', 'Canada']",,False,3.5,37,2022-12-05 04:14:45.379552,mexican,Mexican,,,,
"43.653236,-79.376716",Sansotei Ramen,268.131183175544,43.65083895935288,-79.37707871230316,"['30 Adelaide St E', 'Toronto, ON M5C 3G9', 'Canada']",,False,4.0,19,2022-12-05 04:14:45.379557,japanese,Japanese,pubs,Pubs,,
"43.653236,-79.376716",Yonge-Dundas Square,420.6988754376433,43.6560741091191,-79.380174,"['1 Dundas Street E', 'Toronto, ON M5B 2R8', 'Canada']",,False,3.5,70,2022-12-05 04:14:45.379562,gardens,Botanical Gardens,parks,Parks,,
"43.653236,-79.376716",Cheese Garden,296.2237901393481,43.65367,-79.38007,"['220 Yonge Street', 'Unit H017 ,  Level 1', 'Eaton Centre', 'Toronto, ON M5B 2L7', 'Canada']",,False,4.5,11,2022-12-05 04:14:45.379567,japanese,Japanese,sushi,Sushi Bars,,
"43.653236,-79.376716",Saks Food Hall,322.9744100950832,43.6517911812177,-79.3801985202755,"['176 Yonge Street', 'Toronto, ON M5C 2L7', 'Canada']",$$,False,4.0,23,2022-12-05 04:14:45.379572,japanese,Japanese,pubs,Pubs,,
"43.653236,-79.376716",St Louis Bar and Grill,378.6730314912765,43.6500566,-79.3749499,"['92 King Street E', 'Unit 114', 'Toronto, ON M5C 2V8', 'Canada']",$$,False,3.0,59,2022-12-05 04:14:45.379577,japanese,Japanese,sushi,Sushi Bars,,
"43.663722,-79.380288",Kintaro Izakaya,52.83519430742135,43.66417,-79.38006,"['459 Church Street', 'Main Floor', 'Toronto, ON M4Y 4C5', 'Canada']",$$,False,4.0,228,2022-12-05 04:14:46.329708,burgers,Burgers,,,,
"43.663722,-79.380288",Hair of the Dog,102.74360938293962,43.662946823805,-79.379592870241,"['425 Church Street', 'Toronto, ON M4Y 2C3', 'Canada']",$$,False,4.0,361,2022-12-05 04:14:46.329742,chickenshop,Chicken Shop,,,,
"43.663722,-79.380288",Si Lom Thai Bistro,150.84693891511927,43.66503,-79.38082,"['534 Church Street', 'Toronto, ON M4Y', 'Canada']",$$,False,4.0,188,2022-12-05 04:14:46.329751,burgers,Burgers,,,,
"43.663722,-79.380288",The Keg Steakhouse + Bar,394.84063329992716,43.6668345,-79.3779253,"['515 Jarvis Street', 'Toronto, ON M4Y 2H7', 'Canada']",$$$,False,4.0,359,2022-12-05 04:14:46.329761,newcanadian,Canadian (New),,,,
"43.663722,-79.380288",Kawa Sushi,33.33698425010088,43.66397,-79.37992,"['451 Church Street', 'Toronto, ON M4Y 2C5', 'Canada']",$$,False,3.5,172,2022-12-05 04:14:46.329769,japanese,Japanese,sushi,Sushi Bars,tapasmallplates,Tapas/Small Plates
"43.663722,-79.380288",Fushimi,164.7039782614523,43.66526,-79.38032,"['491 Church Street', 'Toronto, ON M4Y 2C6', 'Canada']",$$,False,3.5,262,2022-12-05 04:14:46.329777,ramen,Ramen,noodles,Noodles,,
"43.663722,-79.380288",Como En Casa,383.5418141484669,43.6653391464388,-79.3844996650524,"['565 Yonge Street', 'Toronto, ON M4Y 1Z2', 'Canada']",$,False,4.0,240,2022-12-05 04:14:46.329785,chinese,Chinese,noodles,Noodles,,
"43.663722,-79.380288",Fabarnak Community Cafe and Catering,311.7450962926546,43.66655,-79.3809,"['519 Church Street', 'Toronto, ON M4Y 2C9', 'Canada']",$$,False,4.0,126,2022-12-05 04:14:46.329793,bakeries,Bakeries,korean,Korean,,
"43.663722,-79.380288",The Blake House,266.1224589475138,43.66452,-79.37718,"['449 Jarvis Street', 'Toronto, ON M4Y 2G6', 'Canada']",$$,False,4.0,156,2022-12-05 04:14:46.329802,sandwiches,Sandwiches,,,,
"43.663722,-79.380288",Storm Crow Manor,353.79213063846925,43.6667489584503,-79.3816431239247,"['580 Church Street', 'Toronto, ON M4Y 2E5', 'Canada']",$$,False,4.0,132,2022-12-05 04:14:46.329810,seafood,Seafood,,,,
"43.663722,-79.380288",Craig's Cookies,135.95077967291795,43.6649418550352,-79.3804019317031,"['483 Church Street', 'Toronto, ON M4Y 2C6', 'Canada']",,False,4.0,61,2022-12-05 04:14:46.329818,tapasmallplates,Tapas/Small Plates,pizza,Pizza,desserts,Desserts
"43.663722,-79.380288",Torch Pressed Sushi,246.99700119719063,43.6659093206019,-79.3808230385184,"['507 Church St', 'Toronto, ON M4Y 2C9', 'Canada']",$$,False,4.5,69,2022-12-05 04:14:46.329825,breakfast_brunch,Breakfast & Brunch,mexican,Mexican,,
"43.663722,-79.380288",Gurume Sushi,265.3156090875458,43.6613914599157,-79.38099526635763,"['45 Carlton Street', 'unit 5', 'Toronto, ON M5B 2H9', 'Canada']",,False,5.0,37,2022-12-05 04:14:46.329833,museums,Museums,,,,
"43.663722,-79.380288",Burrito Bandidos,307.1922455453399,43.6630940440624,-79.3840069720838,"['2 Grosvenor Street', 'Toronto, ON M4Y 1A8', 'Canada']",$,False,4.0,127,2022-12-05 04:14:46.329840,dog_parks,Dog Parks,swimmingpools,Swimming Pools,,
"43.663722,-79.380288",Fran's Restaurant,395.28641942038917,43.6614505,-79.384068,"['20 College Street', 'Toronto, ON M5G 1K2', 'Canada']",$$,False,3.5,411,2022-12-05 04:14:46.329846,ramen,Ramen,noodles,Noodles,,
"43.663722,-79.380288",W Burger Bar,368.7519171892596,43.6614620733212,-79.3836429192963,"['10 College Street', 'Toronto, ON M5G 1K2', 'Canada']",$$,False,3.5,299,2022-12-05 04:14:46.329853,vietnamese,Vietnamese,,,,
"43.663722,-79.380288",The Captain's Boil,322.5121800253085,43.66237,-79.38378,"['476 Yonge St', 'Toronto, ON M4Y 1X5', 'Canada']",$$,False,3.5,231,2022-12-05 04:14:46.329860,cafes,Cafes,,,,
"43.663722,-79.380288",Bulldog Coffee,294.0280729420886,43.661301,-79.378818,"['89 Granby Street', 'Toronto, ON M5B 1H9', 'Canada']",$,False,4.5,55,2022-12-05 04:14:46.329868,icecream,Ice Cream & Frozen Yogurt,,,,
"43.663722,-79.380288",T-swirl Crêpe,309.1778499767951,43.66342,-79.38414,"['510 Yonge Street', 'Toronto, ON M4Y 1X9', 'Canada']",$,False,4.0,98,2022-12-05 04:14:46.329875,mexican,Mexican,,,,
"43.663722,-79.380288",Sambucas On Church,156.80951613857854,43.66511,-79.38042,"['489 Church Street', 'Toronto, ON M4Y 2C6', 'Canada']",$$,False,3.5,102,2022-12-05 04:14:46.329929,gluten_free,Gluten-Free,bakeries,Bakeries,customcakes,Custom Cakes
"43.663722,-79.380288",Ginger,188.60287327280568,43.6653417586184,-79.3809837338158,"['546 Church Street', 'Toronto, ON M4Y 2E1', 'Canada']",$,False,3.5,135,2022-12-05 04:14:46.329937,catering,Caterers,bakeries,Bakeries,desserts,Desserts
"43.663722,-79.380288",Mr.Tonkatsu,346.8242764580427,43.66434,-79.38454,"['548 Yonge Street', 'Toronto, ON M4Y 1Y8', 'Canada']",$$,False,4.0,78,2022-12-05 04:14:46.329944,pizza,Pizza,,,,
"43.663722,-79.380288",Woody's,76.55358729637432,43.6644,-79.38012,"['467 Church Street', 'Toronto, ON M4Y 2C5', 'Canada']",$$,False,3.5,63,2022-12-05 04:14:46.329950,pizza,Pizza,salad,Salad,hotdogs,Fast Food
"43.663722,-79.380288",Darvish Restaurant,309.6541388030282,43.66337,-79.38412,"['508 Yonge Street', 'Toronto, ON M4Y 1X9', 'Canada']",$$,False,4.0,112,2022-12-05 04:14:46.329956,pizza,Pizza,salad,Salad,hotdogs,Fast Food
