free_bikes,empty_slots,slots,altitude,ebikes,normal_bikes,renting,returning,uid,Updated,name,distance,popularity,open_now,rating,my_timestamp,cat1_id,cat1_name
19,0,19,0.0,0,19,1,1,7303,1824h,Localcoin Bitcoin ATM - Queen Coffee & Variety,124,,True,,2022-12-05 11:31:42.843150-05:00,17029.0,Convenience Store
19,0,19,0.0,0,19,1,1,7303,1824h,Ontario Archaeological Society Inc,125,,False,,2022-12-05 11:31:42.843156-05:00,17065.0,Farmers' Market
19,0,19,0.0,0,19,1,1,7303,1824h,Amin Car Repair Garage,193,0.5919186513245919,False,,2022-12-05 11:31:42.843163-05:00,,
19,0,19,0.0,0,19,1,1,7303,1824h,O Sushi,300,0.9364681282710297,True,7.4,2022-12-05 11:31:42.843170-05:00,13065.0,Restaurant
19,0,19,0.0,0,19,1,1,7303,1824h,Impact Golf,135,,False,,2022-12-05 11:31:42.843177-05:00,13033.0,Bubble Tea Shop
19,0,19,0.0,0,19,1,1,7303,1824h,Tulip Restaurant,265,0.881237903802951,True,6.8,2022-12-05 11:31:42.843183-05:00,13377.0,Vegan and Vegetarian Restaurant
19,0,19,0.0,0,19,1,1,7303,1824h,Security Management Svc,145,,True,,2022-12-05 11:31:42.843190-05:00,13034.0,Café
19,0,19,0.0,0,19,1,1,7303,1824h,Audio Oasis,211,0.0571158310048478,False,,2022-12-05 11:31:42.843196-05:00,13065.0,Restaurant
19,0,19,0.0,0,19,1,1,7303,1824h,Succuterra,214,0.4785955654019204,True,,2022-12-05 11:31:42.843203-05:00,13040.0,Dessert Shop
19,0,19,0.0,0,19,1,1,7303,1824h,Subway,246,0.8935783584643819,True,6.2,2022-12-05 11:31:42.843210-05:00,13145.0,Fast Food Restaurant
19,0,19,0.0,0,19,1,1,7303,1824h,Canadian Drycleaners,218,0.8715858386592902,True,,2022-12-05 11:31:42.843217-05:00,11121.0,Media Agency
19,0,19,0.0,0,19,1,1,7303,1824h,Rise and Shine Fitness,161,,False,,2022-12-05 11:31:42.843223-05:00,16032.0,Park
19,0,19,0.0,0,19,1,1,7303,1824h,Applegrove Parent Child Centre,165,,False,,2022-12-05 11:31:42.843230-05:00,11045.0,Bank
19,0,19,0.0,0,19,1,1,7303,1824h,Burrito Bandidos,299,0.924824663484576,True,6.7,2022-12-05 11:31:42.843237-05:00,13003.0,Bar
19,0,19,0.0,0,19,1,1,7303,1824h,Duke of Connaught playground,238,0.5122377731173494,False,,2022-12-05 11:31:42.843243-05:00,16032.0,Park
19,0,19,0.0,0,19,1,1,7303,1824h,Canada Blooms,174,,False,,2022-12-05 11:31:42.843250-05:00,12101.0,Church
19,0,19,0.0,0,19,1,1,7303,1824h,Tubs & Gee Gage Rugby Field,251,0.8834782284010928,False,,2022-12-05 11:31:42.843256-05:00,11122.0,Metals Supplier
19,0,19,0.0,0,19,1,1,7303,1824h,Critters Castle Pet Shop,253,0.9232128743986908,True,,2022-12-05 11:31:42.843263-05:00,17034.0,Discount Store
19,0,19,0.0,0,19,1,1,7303,1824h,Daniel Silver Photography,190,,False,,2022-12-05 11:31:42.843270-05:00,13058.0,Hot Dog Joint
19,0,19,0.0,0,19,1,1,7303,1824h,Association of Community Centres,192,,False,,2022-12-05 11:31:42.843277-05:00,13263.0,Japanese Restaurant
19,0,19,0.0,0,19,1,1,7303,1824h,Amin at Salim's Auto Repair,192,,True,,2022-12-05 11:31:42.843284-05:00,13034.0,Café
19,0,19,0.0,0,19,1,1,7303,1824h,A Stephenson's Metal Ctr,193,,False,,2022-12-05 11:31:42.843290-05:00,13040.0,Dessert Shop
19,0,19,0.0,0,19,1,1,7303,1824h,Danforth Road Roofing Installers & Contractors,202,,False,,2022-12-05 11:31:42.843297-05:00,17033.0,Department Store
19,0,19,0.0,0,19,1,1,7303,1824h,Money Mart,276,0.9160998437995904,True,,2022-12-05 11:31:42.843303-05:00,13276.0,Sushi Restaurant
5,9,15,0.0,0,5,1,1,7301,1824h,Primrose Avenue Parkette,61,0.9401708869818473,False,,2022-12-05 11:31:43.341605-05:00,17065.0,Farmers' Market
5,9,15,0.0,0,5,1,1,7301,1824h,Royal Ascot Real Estate Services Ltd,81,,False,,2022-12-05 11:31:43.341623-05:00,16037.0,Playground
5,9,15,0.0,0,5,1,1,7301,1824h,Balzac's Coffee Roasters,284,0.9347380998313534,True,8.5,2022-12-05 11:31:43.341629-05:00,17119.0,Bicycle Store
5,9,15,0.0,0,5,1,1,7301,1824h,Drum Artz,191,0.1569409612237151,False,,2022-12-05 11:31:43.341635-05:00,13309.0,Middle Eastern Restaurant
5,9,15,0.0,0,5,1,1,7301,1824h,Doublecrossed Studio,196,0.7084466460473828,False,,2022-12-05 11:31:43.341640-05:00,13276.0,Sushi Restaurant
5,9,15,0.0,0,5,1,1,7301,1824h,Tahanan Non Profit Homes Corp,143,,False,,2022-12-05 11:31:43.341646-05:00,17018.0,Bookstore
5,9,15,0.0,0,5,1,1,7301,1824h,Tome Cartage & Moving,145,,False,,2022-12-05 11:31:43.341651-05:00,13059.0,Juice Bar
5,9,15,0.0,0,5,1,1,7301,1824h,Inthemoment Productions,166,,False,,2022-12-05 11:31:43.341656-05:00,13026.0,BBQ Joint
5,9,15,0.0,0,5,1,1,7301,1824h,Earlscourt Park Off-Leash Area,270,0.8803604433353455,False,6.2,2022-12-05 11:31:43.341661-05:00,13065.0,Restaurant
5,9,15,0.0,0,5,1,1,7301,1824h,Drain Rescue Plumbers,168,,True,,2022-12-05 11:31:43.341667-05:00,13236.0,Italian Restaurant
5,9,15,0.0,0,5,1,1,7301,1824h,Davenport Village in Toronto,247,0.8699678264495211,False,,2022-12-05 11:31:43.341672-05:00,17018.0,Bookstore
5,9,15,0.0,0,5,1,1,7301,1824h,Rehearsal Factory,339,0.9611552607177752,False,7.0,2022-12-05 11:31:43.341677-05:00,13035.0,Coffee Shop
5,9,15,0.0,0,5,1,1,7301,1824h,House Portraits Toronto,186,,False,,2022-12-05 11:31:43.341682-05:00,13263.0,Japanese Restaurant
5,9,15,0.0,0,5,1,1,7301,1824h,Metropolitan Movers downtown Toronto,188,,False,,2022-12-05 11:31:43.341688-05:00,16030.0,Other Great Outdoors
5,9,15,0.0,0,5,1,1,7301,1824h,Ballet Creole,190,,False,,2022-12-05 11:31:43.341693-05:00,13035.0,Coffee Shop
5,9,15,0.0,0,5,1,1,7301,1824h,Le Quadrè,264,0.3112806566640322,False,,2022-12-05 11:31:43.341698-05:00,13027.0,Bistro
