,free_bikes,empty_slots,slots,altitude,ebikes,has_ebikes,normal_bikes,renting,returning,uid,Updated,lat-long
101,2,17,19,0.0,0,True,2,1,1,7351,0927h,"43.6783213,-79.35822"
102,2,21,23,0.0,1,True,1,1,1,7350,0927h,"43.6848652,-79.356602"
103,9,10,19,0.0,0,True,9,1,1,7353,0927h,"43.68395,-79.347046"
104,0,18,19,0.0,0,True,0,1,1,7352,0927h,"43.690537,-79.341307"
105,4,11,15,0.0,0,True,4,1,1,7355,0927h,"43.704461,-79.423122"
106,13,5,19,0.0,0,True,13,1,1,7357,0927h,"43.659195,-79.329196"
107,10,4,14,0.0,0,True,10,1,1,7356,0927h,"43.651885,-79.3649"
108,0,23,23,0.0,0,True,0,1,1,7359,0927h,"43.682645,-79.377557"
109,7,7,15,0.0,0,True,7,1,1,7210,0927h,"43.6475,-79.43305555555555"
110,6,0,7,0.0,0,True,6,1,1,7217,0927h,"43.6494896,-79.393535"
111,6,12,19,0.0,0,True,6,1,1,7326,0927h,"43.671526,-79.44874"
112,10,7,18,0.0,0,True,10,1,1,7320,0927h,"43.6451635,-79.3831757"
113,9,8,19,0.0,0,True,9,1,1,7321,0927h,"43.6452972,-79.3827914"
114,16,1,19,0.0,0,True,16,1,1,7323,0927h,"43.6452091,-79.3960744"
115,13,6,19,0.0,0,True,13,1,1,7150,0927h,"43.6555556,-79.43361111111112"
116,9,8,17,0.0,0,True,9,1,1,7328,0927h,"43.678077,-79.390328"
117,16,3,19,0.0,0,True,16,1,1,7329,0927h,"43.645665,-79.415345"
118,2,6,8,0.0,0,True,2,1,1,7368,0927h,"43.6493472,-79.42668"
119,2,14,16,0.0,0,True,2,1,1,7369,0927h,"43.667266,-79.443946"
120,11,15,27,0.0,0,True,11,1,1,7100,0927h,"43.660207,-79.361275"
121,8,18,27,0.0,0,True,8,1,1,7101,0927h,"43.648655,-79.367061"
122,28,2,31,0.0,0,True,28,1,1,7102,0927h,"43.648711,-79.389728"
123,15,0,15,0.0,0,True,15,1,1,7103,0927h,"43.6605603,-79.3437663"
124,15,0,15,0.0,0,True,15,1,1,7105,0927h,"43.6561111,-79.36138888888888"
125,33,5,39,0.0,0,True,33,1,1,7106,0927h,"43.652219,-79.354455"
126,10,5,15,0.0,0,True,10,1,1,7107,0927h,"43.650279,-79.356832"
127,10,5,15,0.0,0,True,10,1,1,7108,0927h,"43.652686,-79.358395"
128,8,0,11,0.0,0,True,8,1,1,7069,0927h,"43.649147,-79.395504"
129,25,9,39,0.0,0,True,25,1,1,7067,0927h,"43.643795,-79.375413"
130,1,16,17,0.0,0,True,1,1,1,7066,0927h,"43.662085,-79.397735"
131,5,10,15,0.0,0,True,5,1,1,7065,0927h,"43.659575,-79.365769"
132,15,3,19,0.0,0,True,15,1,1,7064,0927h,"43.65205,-79.362198"
133,0,18,19,0.0,0,True,0,1,1,7063,0927h,"43.668456,-79.393899"
134,15,4,20,0.0,0,True,15,1,1,7366,0927h,"43.639052,-79.399792"
135,15,1,16,0.0,0,True,15,1,1,7367,0927h,"43.6448617,-79.42822"
136,5,13,19,0.0,1,True,4,1,1,7199,0927h,"43.6563888888889,-79.4091666666667"
137,12,7,19,0.0,0,True,12,1,1,7198,0927h,"43.6409,-79.432837"
138,19,3,23,0.0,0,True,19,1,1,7193,0927h,"43.6430555555556,-79.4275"
139,2,12,15,0.0,0,True,2,1,1,7192,0927h,"43.660414,-79.415646"
140,1,10,11,0.0,0,True,1,1,1,7191,0927h,"43.661975,-79.407896"
141,3,7,11,0.0,0,True,3,1,1,7196,0927h,"43.65905,-79.422988"
142,4,7,11,0.0,0,True,4,1,1,7195,0927h,"43.66,-79.4088888888889"
143,7,16,23,0.0,0,True,7,1,1,7194,0927h,"43.690564,-79.326319"
144,9,11,20,0.0,0,True,9,1,1,7392,0927h,"43.686829,-79.311073"
145,1,13,15,0.0,0,True,1,1,1,7083,0927h,"43.688325,-79.300463"
146,13,14,27,0.0,0,True,13,1,1,7441,0927h,"43.65716,-79.46478"
147,16,4,23,0.0,0,True,16,1,1,7086,0927h,"43.6525077,-79.4654233"
148,4,11,15,0.0,0,True,4,1,1,7388,0927h,"43.6772,-79.35858"
149,1,17,19,102.08,0,True,1,1,1,7089,0927h,"43.662712,-79.379903"
150,6,18,25,0.0,0,True,6,1,1,7389,0927h,"43.658938,-79.383518"
151,6,9,15,0.0,0,True,6,1,1,7088,0927h,"43.683378,-79.322961"
152,12,2,15,0.0,0,True,12,1,1,7383,0927h,"43.6425636,-79.3762"
153,7,5,12,0.0,0,True,7,1,1,7247,0927h,"43.6521,-79.4486"
154,0,13,14,0.0,0,True,0,1,1,7246,0927h,"43.669969,-79.386532"
155,15,1,16,0.0,0,True,15,1,1,7244,0927h,"43.633473,-79.425679"
156,1,32,35,0.0,0,True,1,1,1,7242,0927h,"43.630254,-79.420317"
157,8,26,34,0.0,0,True,8,1,1,7240,0927h,"43.662403,-79.423098"
158,4,13,17,0.0,1,True,3,1,1,7360,0927h,"43.656945,-79.424911"
159,5,14,19,0.0,0,True,5,1,1,7361,0927h,"43.6817346,-79.4184725"
160,3,16,19,0.0,0,True,3,1,1,7362,0927h,"43.683296,-79.418734"
161,6,12,18,0.0,0,True,6,1,1,7364,0927h,"43.673831,-79.281455"
162,14,9,23,0.0,0,True,14,1,1,7365,0927h,"43.666325,-79.3014"
163,9,3,12,0.0,0,True,9,1,1,7249,0927h,"43.651145,-79.423742"
164,12,6,20,0.0,0,True,12,1,1,7248,0927h,"43.654905,-79.398448"
165,19,4,23,0.0,0,True,19,1,1,7432,0927h,"43.651118,-79.369411"
166,0,9,11,0.0,0,True,0,1,1,7023,0927h,"43.6571,-79.4056"
167,13,12,26,,0,True,13,1,1,7020,0927h,"43.650033,-79.396555"
168,19,11,31,0.0,0,True,19,1,1,7027,0927h,"43.652823,-79.393388"
169,3,12,15,,0,True,3,1,1,7026,0927h,"43.665527,-79.387499"
170,11,20,31,,0,True,11,1,1,7028,0927h,"43.6582,-79.3768"
171,6,8,15,0.0,1,True,5,1,1,7097,0927h,"43.671172,-79.354704"
172,1,13,14,0.0,0,True,1,1,1,7095,0927h,"43.677076,-79.35667"
173,7,8,15,0.0,0,True,7,1,1,7092,0927h,"43.680223,-79.344062"
174,14,3,17,0.0,0,True,14,1,1,7093,0927h,"43.678401,-79.346289"
175,7,10,19,0.0,0,True,7,1,1,7090,0927h,"43.681991,-79.329455"
176,4,10,15,0.0,1,True,3,1,1,7158,0927h,"43.6422222,-79.41111111111111"
177,0,19,19,0.0,0,True,0,1,1,7155,0927h,"43.663808,-79.410491"
178,11,10,23,0.0,0,True,11,1,1,7154,0927h,"43.6666667,-79.41166666666668"
179,6,6,19,0.0,0,True,6,1,1,7153,0927h,"43.6638889,-79.41888888888889"
180,3,8,11,0.0,0,True,3,1,1,7152,0927h,"43.661705,-79.425734"
181,1,16,19,0.0,0,True,1,1,1,7151,0927h,"43.6686111,-79.42027777777778"
182,2,15,19,0.0,0,True,2,1,1,7296,0927h,"43.665327,-79.43235"
183,10,9,19,0.0,0,True,10,1,1,7297,0927h,"43.657343,-79.43112"
184,22,2,25,0.0,0,True,22,1,1,7298,0927h,"43.645324,-79.40345"
185,12,3,15,0.0,0,True,12,1,1,7299,0927h,"43.650256,-79.36163"
186,9,9,19,0.0,0,True,9,1,1,7209,0927h,"43.651111111111106,-79.4213888888889"
187,13,1,15,0.0,0,True,13,1,1,7208,0927h,"43.656296,-79.414663"
188,18,4,23,0.0,0,True,18,1,1,7207,0927h,"43.649722,-79.416944"
189,2,8,13,0.0,0,True,2,1,1,7206,0927h,"43.651281,-79.411717"
190,3,12,15,0.0,0,True,3,1,1,7205,0927h,"43.65277778,-79.42972222"
191,10,9,19,0.0,0,True,10,1,1,7204,0927h,"43.655,-79.418889"
192,14,5,19,0.0,0,True,14,1,1,7337,0927h,"43.668553,-79.338673"
193,17,2,19,0.0,0,True,17,1,1,7336,0927h,"43.663912,-79.327987"
194,14,1,15,0.0,0,True,14,1,1,7334,0927h,"43.6462176,-79.3855048"
195,13,6,19,0.0,0,True,13,1,1,7331,0927h,"43.69595,-79.328535"
196,2,12,15,0.0,1,True,1,1,1,7339,0927h,"43.6753188,-79.3462789"
197,7,4,11,0.0,0,True,7,1,1,7338,0927h,"43.6720273,-79.3470557"
198,13,5,19,0.0,0,True,13,1,1,7112,0927h,"43.637981,-79.424146"
199,9,2,11,0.0,0,True,9,1,1,7111,0927h,"43.640885,-79.416379"
200,15,0,15,0.0,0,True,15,1,1,7110,0927h,"43.6552778,-79.36583333333333"
201,2,11,15,0.0,0,True,2,1,1,7115,0927h,"43.6712581,-79.376367"
202,5,10,15,0.0,0,True,5,1,1,7114,0927h,"43.664524,-79.36793"
203,7,8,15,0.0,0,True,7,1,1,7119,0927h,"43.665867,-79.362506"
204,13,5,19,0.0,0,True,13,1,1,7118,0927h,"43.648575,-79.380042"
205,13,1,15,0.0,0,True,13,1,1,7059,0927h,"43.643473,-79.390477"
206,26,0,27,,0,True,26,1,1,7053,0927h,"43.645859,-79.38783"
207,19,4,23,0.0,0,True,19,1,1,7056,0927h,"43.662132,-79.3656796"
208,8,3,11,0.0,0,True,8,1,1,7054,0927h,"43.640722,-79.391051"
209,10,5,15,0.0,0,True,10,1,1,7055,0927h,"43.66207,-79.37617"
210,10,1,11,0.0,0,True,10,1,1,7319,0927h,"43.660206,-79.3244"
211,12,3,15,0.0,0,True,12,1,1,7318,0927h,"43.668633,-79.291162"
212,7,4,12,0.0,0,True,7,1,1,7272,0927h,"43.665801,-79.384796"
213,8,12,20,0.0,1,True,7,1,1,7273,0927h,"43.668153,-79.38891"
214,4,10,15,0.0,0,True,4,1,1,7270,0927h,"43.657024,-79.377257"
215,9,9,18,0.0,0,True,9,1,1,7271,0927h,"43.662862,-79.383572"
216,10,0,11,0.0,0,True,10,1,1,7275,0927h,"43.652276,-79.380701"
217,9,11,20,0.0,0,True,9,1,1,7371,0927h,"43.7063473,-79.40161"
218,2,18,20,0.0,0,True,2,1,1,7377,0927h,"43.6978701,-79.39419"
219,6,12,19,0.0,0,True,6,1,1,7376,0927h,"43.696708,-79.40045"
220,4,6,10,0.0,0,True,4,1,1,7375,0927h,"43.6476616,-79.37549"
221,18,0,19,0.0,0,True,18,1,1,7374,0927h,"43.6487245,-79.36839"
222,12,2,15,0.0,0,True,12,1,1,7098,0927h,"43.667819,-79.35347"
223,4,11,17,0.0,0,True,4,1,1,7014,0927h,"43.663102,-79.373181"
224,27,12,39,0.0,0,True,27,1,1,7015,0927h,"43.64852,-79.380576"
225,0,14,15,0.0,0,True,0,1,1,7012,0927h,"43.656026,-79.385327"
226,18,0,19,0.0,0,True,18,1,1,7010,0927h,"43.645323,-79.395003"
227,2,11,15,0.0,0,True,2,1,1,7139,0927h,"43.677778,-79.405556"
228,30,0,31,0.0,0,True,30,1,1,7168,0927h,"43.641646,-79.375308"
229,7,3,11,0.0,0,True,7,1,1,7169,0927h,"43.646162,-79.378912"
230,5,10,15,0.0,0,True,5,1,1,7085,0927h,"43.687323,-79.304848"
231,6,17,23,0.0,0,True,6,1,1,7031,0927h,"43.668991,-79.379385"
232,2,12,15,0.0,0,True,2,1,1,7163,0927h,"43.6622222,-79.3825"
233,11,3,15,0.0,0,True,11,1,1,7160,0927h,"43.64333333333333,-79.40555555555557"
234,1,22,23,0.0,0,True,1,1,1,7161,0927h,"43.6575,-79.39527777777778"
235,12,4,17,0.0,0,True,12,1,1,7167,0927h,"43.6544444,-79.3711111111111"
236,9,12,22,0.0,0,True,9,1,1,7164,0927h,"43.657424,-79.381019"
237,18,1,19,0.0,0,True,18,1,1,7283,0927h,"43.64595,-79.378761"
238,0,18,20,0.0,0,True,0,1,1,7281,0927h,"43.668427,-79.38725"
239,5,15,20,0.0,1,True,4,1,1,7280,0927h,"43.669604,-79.381171"
240,6,1,8,0.0,0,True,6,1,1,7287,0927h,"43.661673,-79.337789"
241,16,1,18,0.0,0,True,16,1,1,7286,0927h,"43.665656,-79.352055"
242,14,9,23,0.0,0,True,14,1,1,7289,0927h,"43.6308933,-79.4722622"
243,12,19,31,0.0,0,True,12,1,1,7288,0927h,"43.6224434,-79.480284"
244,3,11,15,0.0,0,True,3,1,1,7131,0927h,"43.66986,-79.398443"
245,11,1,12,0.0,0,True,11,1,1,7236,0927h,"43.659471,-79.350325"
246,15,3,19,0.0,0,True,15,1,1,7234,0927h,"43.650492,-79.450842"
247,16,0,16,0.0,0,True,16,1,1,7232,0927h,"43.640255,-79.439223"
248,3,12,16,0.0,0,True,3,1,1,7233,0927h,"43.637922,-79.431734"
249,17,1,18,0.0,0,True,17,1,1,7230,0927h,"43.643769,-79.447915"
250,12,3,16,0.0,0,True,12,1,1,7238,0927h,"43.649172,-79.4445087"
251,7,12,20,0.0,0,True,7,1,1,7239,0927h,"43.663912,-79.416124"
252,24,3,27,0.0,0,True,24,1,1,7057,0927h,"43.6458569,-79.3853654"
253,14,1,15,0.0,0,True,14,1,1,7278,0927h,"43.66587,-79.33443"
254,13,5,19,0.0,0,True,13,1,1,7508,0927h,"43.658816,-79.367318"
255,11,8,20,0.0,0,True,11,1,1,7497,0927h,"43.654004,-79.444792"
256,6,14,20,0.0,0,True,6,1,1,7496,0927h,"43.6397,-79.44865"
257,10,1,12,0.0,0,True,10,1,1,7493,0927h,"43.653809,-79.3595"
258,2,9,12,0.0,0,True,2,1,1,7494,0927h,"43.673768,-79.391253"
259,13,3,17,0.0,0,True,13,1,1,7491,0927h,"43.654074,-79.398115"
260,10,8,19,0.0,0,True,10,1,1,7489,0927h,"43.656638,-79.358749"
261,7,8,15,0.0,0,True,7,1,1,7485,0927h,"43.716652,-79.399993"
262,6,15,21,0.0,0,True,6,1,1,7486,0927h,"43.684261,-79.299332"
263,0,12,12,0.0,0,True,0,1,1,7483,0927h,"43.678685,-79.297974"
264,10,4,14,0.0,0,True,10,1,1,7480,0927h,"43.65143,-79.47779"
265,11,4,15,0.0,0,True,11,1,1,7479,0927h,"43.64976,-79.48477"
266,9,11,20,0.0,0,True,9,1,1,7477,0927h,"43.664182,-79.449066"
267,23,0,23,0.0,0,True,23,1,1,7474,0927h,"43.64407,-79.3929"
268,6,9,15,0.0,0,True,6,1,1,7471,0927h,"43.61868,-79.48674"
269,18,0,18,0.0,0,True,18,1,1,7468,0927h,"43.6442,-79.38702"
270,5,8,14,0.0,0,True,5,1,1,7467,0927h,"43.64283,-79.38409"
271,14,4,19,0.0,0,True,14,1,1,7466,0927h,"43.65182,-79.47421"
272,14,5,19,0.0,0,True,14,1,1,7465,0927h,"43.685569,-79.408019"
273,10,6,17,0.0,0,True,10,1,1,7458,0927h,"43.651678,-79.375233"
274,10,7,17,0.0,0,True,10,1,1,7462,0927h,"43.651838,-79.378743"
275,14,8,22,0.0,0,True,14,1,1,7461,0927h,"43.645653,-79.464366"
276,0,23,23,0.0,0,True,0,1,1,7457,0927h,"43.665221,-79.394009"
277,5,9,15,0.0,0,True,5,1,1,7454,0927h,"43.688148,-79.362101"
278,9,14,23,0.0,0,True,9,1,1,7452,0927h,"43.669232,-79.374495"
279,27,3,30,0.0,0,True,27,1,1,7451,0927h,"43.640075,-79.414156"
280,7,8,15,0.0,0,True,7,1,1,7450,0927h,"43.678285,-79.347346"
281,5,9,15,0.0,0,True,5,1,1,7449,0927h,"43.697139,-79.31469"
282,5,14,19,0.0,0,True,5,1,1,7448,0927h,"43.694826,-79.295208"
283,11,8,19,0.0,0,True,11,1,1,7445,0927h,"43.673118,-79.318651"
284,11,12,23,0.0,0,True,11,1,1,7447,0927h,"43.689293,-79.295895"
285,12,7,19,0.0,0,True,12,1,1,7446,0927h,"43.66908,-79.3149"
286,12,8,20,0.0,0,True,12,1,1,7444,0927h,"43.66073,-79.47149"
287,3,23,26,0.0,0,True,3,1,1,7440,0927h,"43.63121,-79.41414"
288,3,12,15,0.0,0,True,3,1,1,7437,0927h,"43.66189,-79.42679"
289,5,9,15,0.0,0,True,5,1,1,7438,0927h,"43.65389,-79.4675"
290,1,14,15,0.0,0,True,1,1,1,7434,0927h,"43.676697,-79.445029"
291,0,10,10,0.0,0,True,0,1,1,7435,0927h,"43.68114,-79.4277"
292,15,0,15,0.0,0,True,15,1,1,7433,0927h,"43.663148,-79.347938"
293,25,1,26,0.0,0,True,25,1,1,7431,0927h,"43.669813,-79.3335"
294,8,19,27,0.0,0,True,8,1,1,7430,0927h,"43.633537,-79.437461"
295,20,7,27,0.0,0,True,20,1,1,7427,0927h,"43.663162,-79.309765"
296,13,9,23,0.0,0,True,13,1,1,7425,0927h,"43.63632,-79.47307"
297,4,19,23,0.0,0,True,4,1,1,7424,0927h,"43.697819,-79.38786"
298,5,9,16,0.0,0,True,5,1,1,7422,0927h,"43.638426,-79.429142"
299,4,20,25,0.0,0,True,4,1,1,7418,0927h,"43.65988,-79.38279"
300,0,27,27,0.0,0,True,0,1,1,7419,0927h,"43.667023,-79.401805"
301,6,12,19,0.0,0,True,6,1,1,7420,0927h,"43.66842,-79.410585"
302,3,12,15,0.0,0,True,3,1,1,7414,0927h,"43.66402,-79.46418"
303,15,8,23,0.0,0,True,15,1,1,7415,0927h,"43.66686,-79.46526"
304,1,17,19,0.0,0,True,1,1,1,7410,0927h,"43.671278,-79.372127"
305,19,2,22,0.0,2,True,17,1,1,7411,0927h,"43.635023,-79.399505"
306,7,12,19,0.0,0,True,7,1,1,7409,0927h,"43.66834,-79.38235"
307,10,13,23,0.0,0,True,10,1,1,7408,0927h,"43.65263,-79.38766"
308,6,16,23,0.0,0,True,6,1,1,7407,0927h,"43.65158,-79.38655"
309,2,17,19,0.0,0,True,2,1,1,7403,0927h,"43.70547,-79.40355"
310,6,16,23,0.0,3,True,3,1,1,7400,0927h,"43.641675,-79.354006"
311,10,13,23,0.0,1,True,9,1,1,7395,0927h,"43.694341,-79.291416"
312,10,5,18,0.0,0,True,10,1,1,7399,0927h,"43.64422,-79.36927"
313,2,9,11,0.0,0,True,2,1,1,7488,0927h,"43.685924,-79.376304"
314,25,0,26,0.0,0,True,25,1,1,7261,0927h,"43.645215,-79.364898"
315,15,0,16,0.0,0,True,15,1,1,7463,0927h,"43.6462574,-79.3973381"
316,17,0,18,0.0,0,True,17,1,1,7231,0927h,"43.646677,-79.442741"
317,14,5,19,0.0,0,True,14,1,1,7478,0927h,"43.63855,-79.46693"
318,6,5,11,0.0,0,True,6,1,1,7084,0927h,"43.645599,-79.4657123"
319,9,2,11,0.0,0,True,9,1,1,7302,0927h,"43.674923,-79.430465"
320,6,5,11,0.0,0,True,6,1,1,7087,0927h,"43.684758,-79.316767"
321,6,29,36,0.0,0,True,6,1,1,7024,0927h,"43.66663,-79.38148"
322,2,18,20,0.0,0,True,2,1,1,7503,0927h,"43.685221,-79.294766"
323,32,1,34,0.0,0,True,32,1,1,7203,0927h,"43.635492,-79.398253"
324,13,4,19,0.0,0,True,13,1,1,7043,0927h,"43.63951,-79.383717"
325,8,14,23,0.0,0,True,8,1,1,7018,0927h,"43.641529,-79.386741"
326,15,8,23,0.0,0,True,15,1,1,7412,0927h,"43.6417852,-79.4131148"
