,free_bikes,empty_slots,slots,altitude,ebikes,has_ebikes,normal_bikes,renting,returning,uid,Updated,lat-long
327,9,15,27,0.0,0,True,9,1,1,7391,0927h,"43.655766,-79.3802"
328,3,8,11,0.0,0,True,3,1,1,7459,0927h,"43.680466,-79.432522"
329,5,10,15,0.0,0,True,5,1,1,7413,0927h,"43.66478,-79.45991"
330,11,38,51,,0,True,11,1,1,7030,0927h,"43.664088,-79.387095"
331,14,6,20,0.0,0,True,14,1,1,7501,0927h,"43.65917,-79.46997"
332,0,15,16,0.0,0,True,0,1,1,7264,0927h,"43.671535,-79.379173"
333,11,11,22,0.0,0,True,11,1,1,7469,0927h,"43.646734,-79.38301"
334,3,11,15,0.0,0,True,3,1,1,7061,0927h,"43.6662942,-79.4066433"
335,2,28,31,0.0,0,True,2,1,1,7138,0927h,"43.675278,-79.423889"
336,3,7,11,0.0,0,True,3,1,1,7417,0927h,"43.648928,-79.378623"
337,14,1,15,0.0,0,True,14,1,1,7373,0927h,"43.6509552,-79.3707"
338,12,15,27,0.0,0,True,12,1,1,7455,0927h,"43.715951,-79.351246"
339,12,15,27,0.0,0,True,12,1,1,7428,0927h,"43.665645,-79.304711"
340,16,0,19,0.0,0,True,16,1,1,7324,0927h,"43.645572,-79.39399"
341,10,7,19,0.0,0,True,10,1,1,7475,0927h,"43.652777,-79.372637"
342,15,0,15,0.0,0,True,15,1,1,7476,0927h,"43.665538,-79.451263"
343,9,16,25,0.0,0,True,9,1,1,7009,0927h,"43.650325,-79.372287"
344,0,15,15,0.0,0,True,0,1,1,7029,0927h,"43.66943,-79.38915"
345,0,15,15,0.0,0,True,0,1,1,7335,0927h,"43.669244,-79.3894"
346,3,12,15,0.0,0,True,3,1,1,7442,0927h,"43.688526,-79.412903"
347,1,14,15,0.0,0,True,1,1,1,7363,0927h,"43.683351,-79.41562"
348,8,2,11,0.0,0,True,8,1,1,7506,0927h,"43.653359,-79.365023"
349,10,14,25,0.0,0,True,10,1,1,7443,0927h,"43.6574766,-79.373446"
350,17,1,19,0.0,0,True,17,1,1,7072,0927h,"43.636611,-79.400042"
351,7,1,9,0.0,0,True,7,1,1,7245,0927h,"43.646552,-79.406468"
352,23,1,27,0.0,0,True,23,1,1,7052,0927h,"43.647259,-79.379878"
353,8,8,16,0.0,0,True,8,1,1,7484,0927h,"43.713524,-79.400162"
354,14,1,15,0.0,0,True,14,1,1,7074,0927h,"43.65003919999999,-79.3733541"
355,15,20,35,0.0,0,True,15,1,1,7021,0927h,"43.653264,-79.382458"
356,7,11,19,0.0,0,True,7,1,1,7008,0927h,"43.663376,-79.392125"
357,5,14,19,0.0,0,True,5,1,1,7006,0927h,"43.660439,-79.385525"
358,1,9,11,,0,True,1,1,1,7062,0927h,"43.659226,-79.390213"
359,0,13,14,0.0,0,True,0,1,1,7502,0927h,"43.65995,-79.38964"
360,9,2,12,0.0,0,True,9,1,1,7274,0927h,"43.661803,-79.389682"
361,0,12,12,0.0,0,True,0,1,1,7235,0927h,"43.660087,-79.385655"
362,11,6,17,0.0,0,True,11,1,1,7516,0927h,"43.6146692,-79.4873148"
363,28,2,31,0.0,0,True,28,1,1,7514,0927h,"43.626265,-79.476723"
364,6,15,27,0.0,0,True,6,1,1,7518,0927h,"43.63771,-79.458173"
365,17,6,23,0.0,0,True,17,1,1,7517,0927h,"43.6390437,-79.4760109"
366,6,9,15,0.0,0,True,6,1,1,7520,0927h,"43.6486599,-79.4376413"
367,16,6,23,0.0,0,True,16,1,1,7524,0927h,"43.6423847,-79.4240277"
368,17,5,23,0.0,0,True,17,1,1,7526,0927h,"43.6702236,-79.4360232"
369,0,17,17,0.0,0,True,0,1,1,7528,0927h,"43.67883,-79.408723"
370,3,18,22,0.0,0,True,3,1,1,7530,0927h,"43.6752732,-79.3778458"
371,9,7,16,0.0,0,True,9,1,1,7534,0927h,"43.645469,-79.411084"
372,12,7,19,0.0,0,True,12,1,1,7538,0927h,"43.6882821,-79.4253856"
373,8,13,23,0.0,1,True,7,1,1,7536,0927h,"43.651603,-79.408346"
374,12,6,19,0.0,0,True,12,1,1,7531,0927h,"43.670206,-79.402643"
375,7,7,16,0.0,0,True,7,1,1,7537,0927h,"43.661559,-79.413845"
376,3,12,15,0.0,0,True,3,1,1,7545,0927h,"43.6560758,-79.393259"
377,1,13,15,0.0,0,True,1,1,1,7547,0927h,"43.6580442,-79.3927404"
378,2,15,18,0.0,0,True,2,1,1,7546,0927h,"43.6568254,-79.3966159"
379,8,11,19,0.0,0,True,8,1,1,7552,0927h,"43.5927419,-79.54033009999999"
380,6,13,19,0.0,0,True,6,1,1,7553,0927h,"43.597082,-79.522768"
381,9,22,31,0.0,0,True,9,1,1,7556,0927h,"43.6171635,-79.4971065"
382,13,7,20,0.0,1,True,12,1,1,7555,0927h,"43.612063,-79.496573"
383,14,5,19,0.0,0,True,14,1,1,7558,0927h,"43.63732,-79.489083"
384,13,14,27,0.0,0,True,13,1,1,7554,0927h,"43.5961692,-79.5160575"
385,7,19,27,0.0,0,True,7,1,1,7515,0927h,"43.613606,-79.4883535"
386,9,14,23,0.0,1,True,8,1,1,7562,0927h,"43.664665,-79.489385"
387,23,0,23,0.0,0,True,23,1,1,7564,0927h,"43.665523,-79.484892"
388,8,10,19,0.0,0,True,8,1,1,7563,0927h,"43.668496,-79.485426"
389,10,17,27,0.0,0,True,10,1,1,7567,0927h,"43.698841,-79.519472"
390,7,8,15,0.0,0,True,7,1,1,7561,0927h,"43.658574,-79.487246"
391,19,8,27,0.0,0,True,19,1,1,7568,0927h,"43.63985,-79.43703"
392,13,4,17,0.0,0,True,13,1,1,7570,0927h,"43.665076,-79.341509"
393,30,17,47,0.0,0,True,30,1,1,7569,0927h,"43.6323994,-79.40978179999999"
394,9,6,15,0.0,0,True,9,1,1,7572,0927h,"43.6935477,-79.3301658"
395,3,12,15,0.0,0,True,3,1,1,7559,0927h,"43.6438036,-79.4770327"
396,4,16,20,0.0,0,True,4,1,1,7541,0927h,"43.65246,-79.413528"
397,6,9,15,0.0,0,True,6,1,1,7575,0927h,"43.6548521,-79.35397680000001"
398,19,4,23,0.0,0,True,19,1,1,7557,0927h,"43.630874,-79.482407"
399,7,8,15,0.0,0,True,7,1,1,7529,0927h,"43.6704403,-79.45328549999999"
400,20,3,23,0.0,0,True,20,1,1,7576,0927h,"43.6535,-79.354068"
401,12,15,27,0.0,0,True,12,1,1,7577,0927h,"43.6617908,-79.361515"
402,18,1,19,0.0,0,True,18,1,1,7551,0927h,"43.649709,-79.364184"
403,2,44,47,0.0,0,True,2,1,1,7549,0927h,"43.666051,-79.374161"
404,6,12,19,0.0,0,True,6,1,1,7579,0927h,"43.7005976,-79.397345"
405,9,6,15,0.0,0,True,9,1,1,7580,0927h,"43.7029672,-79.3979073"
406,5,13,19,0.0,0,True,5,1,1,7540,0927h,"43.68871,-79.39264"
407,12,9,22,0.0,0,True,12,1,1,7583,0927h,"43.6834703,-79.5108942"
408,5,20,27,0.0,0,True,5,1,1,7584,0927h,"43.7696262,-79.5025943"
409,16,11,27,0.0,0,True,16,1,1,7585,0927h,"43.7641485,-79.5012809"
410,19,4,23,0.0,0,True,19,1,1,7586,0927h,"43.76521,-79.491281"
411,4,15,19,0.0,0,True,4,1,1,7587,0927h,"43.7724019,-79.4675395"
412,14,17,31,0.0,0,True,14,1,1,7588,0927h,"43.7781116,-79.467963"
413,0,23,23,0.0,0,True,0,1,1,7591,0927h,"43.707049,-79.40966"
414,6,25,31,0.0,0,True,6,1,1,7593,0927h,"43.711751,-79.378615"
415,3,12,15,0.0,0,True,3,1,1,7598,0927h,"43.732975,-79.40401"
416,0,20,20,0.0,0,True,0,1,1,7600,0927h,"43.660274,-79.398049"
417,6,13,19,0.0,0,True,6,1,1,7602,0927h,"43.699281,-79.318802"
418,3,21,24,0.0,0,True,3,1,1,7603,0927h,"43.707582,-79.311439"
419,12,6,19,0.0,0,True,12,1,1,7606,0927h,"43.696631,-79.297436"
420,21,2,23,0.0,0,True,21,1,1,7542,0927h,"43.650077,-79.391291"
421,15,4,19,0.0,0,True,15,1,1,7607,0927h,"43.6765897,-79.3163022"
422,6,11,17,0.0,0,True,6,1,1,7599,0927h,"43.650745,-79.383633"
423,23,3,27,0.0,0,True,23,1,1,7609,0927h,"43.720233,-79.362092"
424,14,4,19,0.0,0,True,14,1,1,7618,0927h,"43.6926825,-79.441042"
425,0,14,14,0.0,0,True,0,1,1,7619,0927h,"43.7041957,-79.4094472"
426,1,13,15,0.0,0,True,1,1,1,7620,0927h,"43.7078691,-79.39248"
427,14,19,33,0.0,0,True,14,1,1,7621,0927h,"43.591561,-79.545827"
428,20,3,23,0.0,0,True,20,1,1,7622,0927h,"43.5880774,-79.5432067"
429,2,8,11,0.0,0,True,2,1,1,7624,0927h,"43.754978,-79.1971289"
430,4,16,20,0.0,0,True,4,1,1,7277,0927h,"43.6856,-79.3718"
431,16,33,49,0.0,0,True,16,1,1,7344,0927h,"43.637764,-79.345359"
432,1,35,36,0.0,0,True,1,1,1,7285,0927h,"43.6629228,-79.4018451"
433,0,16,16,0.0,0,True,0,1,1,7250,0927h,"43.660296,-79.397107"
434,10,13,23,0.0,0,True,10,1,1,7617,0927h,"43.788319,-79.123505"
435,9,16,25,0.0,0,True,9,1,1,7626,0927h,"43.7805505,-79.1301203"
436,13,14,27,0.0,0,True,13,1,1,7615,0927h,"43.7777114,-79.1659711"
437,1,22,23,0.0,0,True,1,1,1,7614,0927h,"43.779353,-79.193023"
438,6,13,19,0.0,0,True,6,1,1,7612,0927h,"43.747854,-79.199327"
439,12,15,27,0.0,0,True,12,1,1,7613,0927h,"43.7561681,-79.2026694"
440,15,8,23,0.0,0,True,15,1,1,7630,0927h,"43.6002896,-79.5108692"
441,11,4,15,0.0,0,True,11,1,1,7631,0927h,"43.6615467,-79.498398"
442,4,13,17,0.0,0,True,4,1,1,7522,0927h,"43.6632257,-79.4397052"
443,6,9,15,0.0,0,True,6,1,1,7610,0927h,"43.680095,-79.291714"
444,2,15,18,0.0,0,True,2,1,1,7611,0927h,"43.691468,-79.288619"
445,29,12,42,0.0,0,True,29,1,1,7033,0927h,"43.645609,-79.380386"
446,3,20,23,0.0,0,True,3,1,1,7162,0927h,"43.6591666666667,-79.3855555555556"
447,23,8,32,0.0,0,True,23,1,1,7109,0927h,"43.658777,-79.369596"
448,3,12,15,0.0,0,True,3,1,1,7629,0927h,"43.6625395,-79.5030161"
449,1,15,17,0.0,0,True,1,1,1,7632,0927h,"43.7004017,-79.4275305"
450,6,7,15,0.0,0,True,6,1,1,7589,0927h,"43.77953,-79.45233"
451,6,16,23,0.0,0,True,6,1,1,7590,0927h,"43.7774374,-79.4447096"
452,0,14,15,0.0,0,True,0,1,1,7190,0927h,"43.6637403,-79.39806449999999"
453,2,13,15,0.0,0,True,2,1,1,7594,0927h,"43.707045,-79.375437"
454,12,7,19,0.0,0,True,12,1,1,7333,0927h,"43.6495789,-79.3762096"
455,0,19,19,0.0,0,True,0,1,1,7058,0927h,"43.6637,-79.400053"
456,13,3,16,0.0,0,True,13,1,1,7582,0927h,"43.690903,-79.4375028"
457,3,12,15,0.0,0,True,3,1,1,7473,0927h,"43.643253094827294,-79.41230469904167"
458,2,16,19,0.0,0,True,2,1,1,7623,0927h,"43.6029904,-79.4926867"
459,6,8,15,0.0,0,True,6,1,1,7635,0927h,"43.6596299,-79.4799176"
460,7,8,15,0.0,0,True,7,1,1,7156,0927h,"43.6608333,-79.43166666666667"
461,3,19,22,0.0,0,True,3,1,1,7157,0927h,"43.66083333333333,-79.43583333333333"
462,16,3,19,0.0,0,True,16,1,1,7539,0927h,"43.69933,-79.39199"
463,12,3,15,0.0,0,True,12,1,1,7581,0927h,"43.6653032,-79.4701178"
464,7,12,19,0.0,0,True,7,1,1,7637,0927h,"43.6162721,-79.4990363"
465,11,16,27,0.0,0,True,11,1,1,7608,0927h,"43.720645,-79.355474"
466,8,7,15,0.0,0,True,8,1,1,7641,0927h,"43.6641174,-79.4588522"
467,11,4,15,0.0,0,True,11,1,1,7633,0927h,"43.6424558,-79.4296346"
468,1,18,19,0.0,0,True,1,1,1,7643,0927h,"43.6954486,-79.4026176"
469,5,10,15,0.0,0,True,5,1,1,7644,0927h,"43.6850809,-79.3149901"
470,0,15,16,0.0,0,True,0,1,1,7596,0927h,"43.6800218,-79.3405681"
471,1,15,16,0.0,0,True,1,1,1,7645,0927h,"43.7842419,-79.1849889"
472,11,4,15,0.0,0,True,11,1,1,7291,0927h,"43.6451308,-79.36536439999999"
473,1,18,19,0.0,0,True,1,1,1,7492,0927h,"43.6482995,-79.3552533"
474,1,16,17,0.0,0,True,1,1,1,7647,0927h,"43.65637299999999,-79.38781039999999"
475,1,17,20,0.0,0,True,1,1,1,7263,0927h,"43.657838,-79.38631"
476,1,18,19,0.0,0,True,1,1,1,7616,0927h,"43.778015,-79.131911"
477,13,10,23,0.0,0,True,13,1,1,7565,0927h,"43.672079,-79.470171"
478,8,11,19,0.0,0,True,8,1,1,7348,0927h,"43.690237,-79.350119"
479,0,19,19,0.0,0,True,0,1,1,7404,0927h,"43.70942,-79.39139"
480,3,12,15,0.0,0,True,3,1,1,7034,0927h,"43.671389,-79.382919"
481,7,16,23,0.0,0,True,7,1,1,7332,0927h,"43.671561,-79.38117"
482,7,8,15,0.0,0,True,7,1,1,7311,0927h,"43.669576,-79.375961"
483,0,10,11,0.0,0,True,0,1,1,7276,0927h,"43.669903,-79.387802"
484,2,12,14,0.0,0,True,2,1,1,7595,0927h,"43.693256,-79.383238"
485,4,3,7,0.0,0,True,4,1,1,7654,0927h,"43.65412449999999,-79.4636388"
486,3,12,15,0.0,0,True,3,1,1,7655,0927h,"43.680207,-79.339243"
487,9,2,11,0.0,0,True,9,1,1,7656,0927h,"43.6589882,-79.438715"
488,7,9,16,0.0,0,True,7,1,1,7327,0927h,"43.6741219,-79.4352208"
489,16,3,19,0.0,0,True,16,1,1,7657,0927h,"43.6469928,-79.3706665"
490,24,1,25,0.0,0,True,24,1,1,7601,0927h,"43.683884,-79.36647"
491,0,18,18,0.0,0,True,0,1,1,7634,0927h,"43.6578449,-79.3899265"
492,11,3,16,0.0,0,True,11,1,1,7284,0927h,"43.6477785,-79.3847928"
493,4,15,19,0.0,0,True,4,1,1,7659,0927h,"43.6856128,-79.31168269999999"
494,2,8,11,0.0,0,True,2,1,1,7133,0927h,"43.681944,-79.390556"
495,18,1,19,0.0,1,True,17,1,1,7571,0927h,"43.671771,-79.324961"
496,14,12,26,0.0,0,True,14,1,1,7046,0927h,"43.64534,-79.409597"
497,15,3,19,0.0,0,True,15,1,1,7662,0927h,"43.6393107,-79.4408141"
498,9,14,23,0.0,0,True,9,1,1,7068,0927h,"43.68306889999999,-79.279682"
499,12,3,15,0.0,0,True,12,1,1,7258,0927h,"43.6626628,-79.3323698"
500,6,9,15,0.0,0,True,6,1,1,7091,0927h,"43.681114,-79.3373885"
501,13,1,15,0.0,0,True,13,1,1,7523,0927h,"43.638925,-79.4168659"
502,10,6,16,0.0,0,True,10,1,1,7487,0927h,"43.676216,-79.309395"
503,4,19,23,0.0,0,True,4,1,1,7406,0927h,"43.652822,-79.378208"
504,28,11,40,0.0,0,True,28,1,1,7472,0927h,"43.656311,-79.379158"
505,9,8,19,0.0,0,True,9,1,1,7660,0927h,"43.656633,-79.379625"
506,4,12,16,0.0,0,True,4,1,1,7504,0927h,"43.686962,-79.286864"
507,6,9,17,0.0,0,True,6,1,1,7663,0927h,"43.718039,-79.371914"
508,0,15,15,0.0,0,True,0,1,1,7127,0927h,"43.672152,-79.39018"
509,15,4,19,0.0,0,True,15,1,1,7566,0927h,"43.673019,-79.467994"
510,6,9,15,0.0,0,True,6,1,1,7664,0927h,"43.72268,-79.37644"
511,4,21,26,0.0,0,True,4,1,1,7666,0927h,"43.6504218,-79.4407647"
512,2,16,19,0.0,0,True,2,1,1,7642,0927h,"43.68850459999999,-79.3940052"
513,13,18,31,0.0,0,True,13,1,1,7416,0927h,"43.641705,-79.393295"
514,15,8,23,0.0,0,True,15,1,1,7636,0927h,"43.647663,-79.487583"
515,5,13,20,0.0,0,True,5,1,1,7668,0927h,"43.6558557,-79.3894093"
516,3,8,11,0.0,0,True,3,1,1,7665,0927h,"43.720998,-79.377456"
517,6,6,12,0.0,0,True,6,1,1,7670,0927h,"43.72814640000001,-79.4032194"
518,15,4,19,0.0,0,True,15,1,1,7039,0927h,"43.652327224103,-79.3882538196087"
519,9,2,11,0.0,0,True,9,1,1,7197,0927h,"43.6438602,-79.4227573"
520,3,9,12,0.0,0,True,3,1,1,7671,0927h,"43.7093201,-79.3996301"
521,7,20,27,0.0,0,True,7,1,1,7658,0927h,"43.64920406876699,-79.49336334201408"
522,15,4,19,0.0,0,True,15,1,1,7646,0927h,"43.6503935,-79.3860211"
523,16,0,16,0.0,0,True,16,1,1,7639,0927h,"43.6399714,-79.39940399999999"
524,1,18,19,0.0,1,True,0,1,1,7519,0927h,"43.68827060022711,-79.43937767081853"
525,4,18,24,0.0,0,True,4,1,1,7292,0927h,"43.6614605,-79.37894570000002"
526,1,18,20,0.0,0,True,1,1,1,7605,0927h,"43.69413548199171,-79.30058718775287"
527,4,18,23,0.0,0,True,4,1,1,7625,0927h,"43.7254665,-79.40115449999999"
528,1,33,35,0.0,0,True,1,1,1,7381,0927h,"43.7083577,-79.39886200000001"
529,13,7,23,0.0,0,True,13,1,1,7016,0927h,"43.640978,-79.376785"
530,12,2,17,0.0,0,True,12,1,1,7135,0927h,"43.63840090000001,-79.4197107"
531,6,12,19,0.0,0,True,6,1,1,7096,0927h,"43.7027268,-79.33368089999999"
532,5,13,19,0.0,0,True,5,1,1,7604,0927h,"43.70567,-79.310554"
533,17,1,19,0.0,0,True,17,1,1,7172,0927h,"43.635,-79.4088888888889"
534,12,0,15,0.0,0,True,12,1,1,7104,0927h,"43.656784782853144,-79.35627385059036"
535,3,12,15,0.0,0,True,3,1,1,7597,0927h,"43.732016,-79.403637"
536,1,13,14,0.0,0,True,1,1,1,7648,0927h,"43.67515255542865,-79.38849615969643"
537,1,17,19,0.0,0,True,1,1,1,7117,0927h,"43.67468857448634,-79.36701962396272"
538,2,14,16,0.0,0,True,2,1,1,7676,0927h,"43.727365488246306,-79.3814254607724"
539,2,12,15,0.0,0,True,2,1,1,7677,0927h,"43.6846177,-79.39245919999999"
540,3,11,15,0.0,0,True,3,1,1,7354,0927h,"43.645835578756525,-79.32088910859937"
541,5,11,16,0.0,0,True,5,1,1,7678,0927h,"43.77345,-79.5002"
542,5,10,15,0.0,0,True,5,1,1,7429,0927h,"43.686442,-79.313404"
543,4,30,35,0.0,0,True,4,1,1,7667,0927h,"43.66402799999999,-79.40297869999999"
544,16,5,24,0.0,0,True,16,1,1,7681,0927h,"43.6544839,-79.34105699999999"
545,16,3,20,0.0,0,True,16,1,1,7382,0927h,"43.6481303,-79.38632"
546,32,7,39,,0,True,32,1,1,7022,0927h,"43.65049,-79.3873"
547,18,3,23,0.0,0,True,18,1,1,7682,0927h,"43.64134790000001,-79.4013882"
548,21,1,23,0.0,0,True,21,1,1,7684,0927h,"43.64215,-79.377"
549,10,5,15,0.0,0,True,10,1,1,7237,0927h,"43.663337,-79.446444"
550,18,0,19,0.0,1,True,17,1,1,7322,0927h,"43.6392777,-79.4115736"
551,21,1,22,0.0,0,True,21,1,1,7685,0927h,"43.645102,-79.39744979999999"
552,0,12,12,0.0,0,True,0,1,1,7687,0927h,"43.6602021,-79.4342726"
553,13,2,15,0.0,0,True,13,1,1,7688,0927h,"43.644887,-79.45641169999999"
554,6,18,26,0.0,0,True,6,1,1,7689,0927h,"43.680012,-79.34403250000001"
555,13,1,14,0.0,0,True,13,1,1,7398,0927h,"43.641952,-79.380723"
556,14,0,15,0.0,0,True,14,1,1,7211,0927h,"43.637381,-79.406112"
557,26,1,27,0.0,0,True,26,1,1,7533,0927h,"43.63811,-79.397877"
558,13,1,15,0.0,0,True,13,1,1,7675,0927h,"43.64957,-79.432446"
559,13,2,15,0.0,0,True,13,1,1,7683,0927h,"43.64191,-79.378325"
560,10,16,26,0.0,0,True,10,1,1,7692,0927h,"43.6700692,-79.2971326"
561,10,8,19,0.0,0,True,10,1,1,7693,0927h,"43.6559476,-79.37558829999999"
562,7,12,19,0.0,0,True,7,1,1,7694,0927h,"43.707212,-79.2952873"
563,13,5,19,0.0,0,True,13,1,1,7695,0927h,"43.6677628,-79.30811709999999"
564,10,9,19,0.0,0,True,10,1,1,7696,0927h,"43.6750806,-79.3068697"
565,8,5,13,0.0,0,True,8,1,1,7698,0927h,"43.6754247,-79.4547813"
566,13,2,15,0.0,0,True,13,1,1,7697,0927h,"43.67392479999999,-79.4615434"
567,14,5,19,0.0,0,True,14,1,1,7701,0927h,"43.6467433,-79.446895"
568,15,6,23,0.0,0,True,15,1,1,7216,0927h,"43.6409957,-79.40966630000001"
569,17,1,18,0.0,0,True,17,1,1,7702,0927h,"43.6593483,-79.34993659999999"
570,0,18,19,0.0,0,True,0,1,1,7691,0927h,"43.67168,-79.421192"
571,6,10,16,0.0,0,True,6,1,1,7050,0927h,"43.652634,-79.374222"
572,7,18,27,0.0,0,True,7,1,1,7037,0927h,"43.6519501,-79.4060978"
573,14,5,19,10.0,0,True,14,1,1,7703,0927h,"43.6613642,-79.3641171"
574,3,16,19,0.0,0,True,3,1,1,7704,0927h,"43.6808774,-79.3304491"
575,18,1,19,0.0,0,True,18,1,1,7705,0927h,"43.6623658,-79.3413344"
576,20,7,27,0.0,0,True,20,1,1,7706,0927h,"43.6791345,-79.3263159"
577,11,3,15,0.0,0,True,11,1,1,7686,0927h,"43.6478206,-79.3704721"
578,18,0,19,0.0,0,True,18,1,1,7707,0927h,"43.635495,-79.40352209999999"
579,0,20,20,0.0,0,True,0,1,1,7708,0927h,"43.6868681,-79.3110942"
580,7,8,15,0.0,0,True,7,1,1,7699,0927h,"43.678177,-79.435364"
581,10,13,23,0.0,0,True,10,1,1,7709,0927h,"43.6962302,-79.39504339999999"
582,11,4,15,0.0,0,True,11,1,1,7627,0927h,"43.667076,-79.425116"
583,3,24,27,0.0,0,True,3,1,1,7460,0927h,"43.649217,-79.465319"
584,10,5,15,0.0,0,True,10,1,1,7700,0927h,"43.68005,-79.43469"
585,10,9,19,0.0,0,True,10,1,1,7527,0927h,"43.675648,-79.4527619"
586,0,7,18,0.0,0,True,0,1,1,7710,0927h,"43.6677246,-79.4041365"
587,10,15,26,0.0,0,True,10,1,1,7001,0927h,"43.66496415990742,-79.38355031526893"
588,10,0,12,0.0,0,True,10,1,1,7256,0927h,"43.648437,-79.39838"
589,2,9,12,0.0,0,True,2,1,1,7241,0927h,"43.6663308,-79.3809503"
590,21,10,31,0.0,1,True,20,1,1,7042,0927h,"43.6673,-79.374"
591,15,6,23,0.0,0,True,15,1,1,7202,0927h,"43.6517925,-79.38269509999999"
592,5,13,19,0.0,0,True,5,1,1,7228,0927h,"43.6372958,-79.4423237"
593,3,12,15,0.0,0,True,3,1,1,7711,0927h,"43.6554793,-79.4302462"
594,6,16,22,0.0,0,True,6,1,1,7650,0927h,"43.686352,-79.415894"
595,19,1,20,0.0,0,True,19,1,1,7712,0927h,"43.6442457,-79.41610440000001"
596,5,10,15,0.0,0,True,5,1,1,7679,0927h,"43.7741,-79.5005"
597,0,15,15,0.0,0,True,0,1,1,7640,0927h,"43.683979,-79.410657"
598,14,0,15,0.0,0,True,14,1,1,7260,0927h,"43.6472019,-79.3953394"
599,11,3,15,0.0,0,True,11,1,1,7099,0927h,"43.6513927,-79.35794659999999"
600,6,11,17,0.0,0,True,6,1,1,7453,0927h,"43.6647688,-79.3772602"
601,12,10,23,0.0,0,True,12,1,1,7713,0927h,"43.6506,-79.381285"
602,9,6,15,0.0,0,True,9,1,1,7345,0927h,"43.6408346,-79.3429074"
603,2,21,23,0.0,0,True,2,1,1,7521,0927h,"43.6586525,-79.440502"
604,17,2,19,0.0,0,True,17,1,1,7728,0927h,"43.6585504,-79.4497659"
605,26,1,28,0.0,0,True,26,1,1,7719,0927h,"43.6484201,-79.40051919999999"
606,8,2,11,0.0,0,True,8,1,1,7718,0927h,"43.6461512,-79.3998214"
607,8,3,11,0.0,1,True,7,1,1,7715,0927h,"43.693187,-79.314283"
608,5,6,11,0.0,0,True,5,1,1,7717,0927h,"43.6425791,-79.40011729999999"
609,13,3,19,0.0,0,True,13,1,1,7716,0927h,"43.6469251,-79.3733192"
610,12,3,16,0.0,0,True,12,1,1,7720,0927h,"43.644395,-79.40065430000001"
611,7,0,11,0.0,0,True,7,1,1,7721,0927h,"43.6463574,-79.391206"
612,1,13,15,0.0,0,True,1,1,1,7724,0927h,"43.6682342,-79.3702641"
613,2,13,15,0.0,0,True,2,1,1,7725,0927h,"43.6791876,-79.39071899999999"
614,0,14,15,0.0,0,True,0,1,1,7130,0927h,"43.674446,-79.398331"
615,10,9,19,0.0,0,True,10,1,1,7680,0927h,"43.6334636,-79.4143057"
616,5,9,14,0.0,0,True,5,1,1,7243,0927h,"43.6352007,-79.4187711"
617,25,3,31,0.0,13,True,12,1,1,7729,0927h,"43.6501644,-79.48296909999999"
618,34,8,43,0.0,0,True,34,1,1,7730,0927h,"43.636804,-79.408832"
619,2,18,20,0.0,1,True,1,1,1,7548,0927h,"43.6658804,-79.38761010000002"
620,4,11,15,0.0,0,True,4,1,1,7731,0927h,"43.68035,-79.28357"
621,16,2,18,0.0,0,True,16,1,1,7505,0927h,"43.6535052,-79.3667689"
622,6,9,15,0.0,0,True,6,1,1,7738,0927h,"43.702418581463505,-79.2563167072858"
623,4,10,14,0.0,0,True,4,1,1,7732,0927h,"43.68824135931814,-79.27046628033244"
624,8,7,15,0.0,0,True,8,1,1,7735,0927h,"43.691688,-79.265027"
625,6,9,15,0.0,0,True,6,1,1,7737,0927h,"43.697490048103,-79.25655146462776"
626,7,8,15,0.0,0,True,7,1,1,7736,0927h,"43.69401297794256,-79.26257204548136"
627,8,6,15,0.0,0,True,8,1,1,7739,0927h,"43.70643614257429,-79.25104443353288"
628,5,10,15,0.0,0,True,5,1,1,7733,0927h,"43.6929478,-79.28339980000001"
629,5,10,15,0.0,0,True,5,1,1,7734,0927h,"43.6950192,-79.27180659999999"
630,10,9,19,0.0,0,True,10,1,1,7743,0927h,"43.69263249999999,-79.4627536"
631,1,12,15,0.0,0,True,1,1,1,7740,0927h,"43.7105975,-79.2541175"
632,2,17,19,0.0,0,True,2,1,1,7742,0927h,"43.69415,-79.45782580000001"
633,0,17,19,0.0,0,True,0,1,1,7251,0927h,"43.668500046272165,-79.3946235999697"
634,8,10,19,0.0,0,True,8,1,1,7746,0927h,"43.70163,-79.44099"
635,10,5,15,0.0,0,True,10,1,1,7745,0927h,"43.688028,-79.460265"
636,15,8,23,0.0,0,True,15,1,1,7744,0927h,"43.68323,-79.455765"
637,10,4,14,0.0,0,True,10,1,1,7747,0927h,"43.69466,-79.45376999999999"
638,8,0,9,0.0,0,True,8,1,1,7094,0927h,"43.6784834,-79.3513564"
639,14,4,19,0.0,0,True,14,1,1,7748,0927h,"43.65016869999999,-79.4963345"
640,12,1,15,0.0,0,True,12,1,1,7749,0927h,"43.6492,-79.50601999999999"
641,6,8,15,0.0,0,True,6,1,1,7750,0927h,"43.6897656,-79.2939525"
642,4,12,17,0.0,0,True,4,1,1,7543,0927h,"43.6537513,-79.4028245"
643,16,7,23,0.0,0,True,16,1,1,7752,0927h,"43.6357643,-79.4674917"
644,13,2,15,0.0,1,True,12,1,1,7751,0927h,"43.64839,-79.51008"
645,5,9,15,0.0,0,True,5,1,1,7753,0927h,"43.62369169999999,-79.4838132"
646,9,6,15,0.0,0,True,9,1,1,7741,0927h,"43.648657,-79.458111"
